Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepasteur,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linebmc,linel1,linel2h,linefox,lineca,linebihl,linebmc2,linesage,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineshark,linemed,linekerns,linejens,lineash,lineffw,lineburd,linemrr,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,linenseye,linerwp,linedwig,lineps,linegametime,lineshadow,linedoi,linexwp,linelinx,linecombo,linegirl,linestjohn,lineppg,linel2to,linelock,linefeng,lineiron,linestd,rscore,date,hscore,date1,week
Buffalo,Green Bay,-3.5,-1.4,1.69,-2,0.98,-1.68,,-3,-4.87,1.62,1,1.33,-2.27,2.04,0.52,-1.58,1.01,-1.29,-2.6,1.25,-8.71,6.88,-2,-3.5,,,-2.87,0.13,-4.2,-4.5,-5,,-4.1,1.08,0.01,-2.06,-3.39,-2.4,-1.12,-3.2,-4.3,-3.86,-1.85,-11.4,-1.58,1.1,0.2,-4,-7,0.3,-0.05,-8.31,-4,-0.5,0.25,-5,-4.8,-7,-4.5,-1.65,,-0.3,-2.5,1,-2.05,7.6,-2.13,-0.67,0.49,2.86,-7.67,0.16,-3,-0.4,-1.28,3.0618833329,13,20073,21,19973,15
Carolina,Tampa Bay,3,7.06,2.82,9,6.26,6.27,,6,3.71,0.59,5,4.86,8.45,-1.68,2.75,4.98,2.97,5.64,11.35,,11.72,10.96,8,4,,,8.81,6.82,6.3,3,5.5,,5.4,6.28,6,8.54,9.8,4.1,6.84,6.52,6.3,12.74,7.34,-1.6,6.3,8.8,7.5,7,8,9,6.88,3.42,6.5,8.5,7,10,12.2,5,1.33,6.21,,5.5,3.5,3,8.47,14.2,5.33,4.67,6.77,7.41,4.39,5.65,6,6.4,6.5,2.9007032691,17,20073,19,19973,15
Chicago,New Orleans,-2.5,1.4,-0.65,2,-1.05,-0.05,,0.01,2.75,-2.39,6,-0.84,-5.44,-0.7,-2.17,1.36,-0.73,0.05,-0.7,2.58,3.87,-9,-4,-2,,,2.84,0.92,-2.4,-2.5,-3,,-2.8,1.08,1,1.78,-4.63,-0.01,2.66,-1.19,-2.5,2.33,-0.6,-7.8,-0.45,2.8,3,-3,2.5,3.6,1.27,-4.38,-2.6,0.5,2.25,-1,4.6,-1,8,0.33,,-1.4,-2,3,0.77,8.3,0.41,1.96,-1.38,-0.45,-3.83,-1.64,-3,-1.8,-1.45,3.031162725,31,20073,15,19973,15
Cleveland,Cincinnati,1,1.8,0.12,0.25,-2.69,0.81,,1,0.16,1.62,-7,0.5,-3.43,0.42,2.59,1.11,2.8,4.2,3.84,4.25,5.57,5.83,1,1,,,-1.01,2.74,-1.6,1,-2.5,,-2.1,1.78,1,1.23,-2.37,0.9,0.5,1.6,-1.2,-1.63,2.53,6.4,1,3.3,3.4,-2,4,5.5,-1.39,-2.21,-0.9,3.5,2.25,1,6,-2,-4.33,-0.54,,2.8,-1,3,1.31,7.4,-2.32,-3.34,-5,1.32,-0.64,2.21,4,2.8,0.79,2.8775918881,30,20073,0,19973,15
Detroit,Minnesota,9,8.25,6.71,7,7.81,7.63,,8,10.94,8.94,4,7.99,10.42,9.14,6.67,6.69,4.96,8.58,7.58,4.95,9.57,12.2,7,9,,,8.54,7.77,9.2,9.5,7.5,,10.1,7.68,7,7.77,4.05,8.1,8.12,6.89,8.8,6.96,6.93,3.7,7.58,10,9.4,6,11,10.8,6.11,6.38,9.6,9.5,7.75,9,5.5,7,14.75,6.23,,6.8,8.5,6,7.13,10.5,6.74,10.51,4.03,6.65,1.83,6.72,7,7.4,5.86,2.1022113659,14,20073,16,19973,15
Indianapolis,Houston,7.5,7.61,7.64,8,7.94,7.07,,5,6.16,7.04,10,4.54,4.07,5.45,5.46,4.53,4.76,8.17,3.49,4.16,6.14,-3.33,7,7.5,,,7.56,7.59,8.7,7.5,6.5,,7.3,6.48,6,7.84,8.36,6.3,6.22,6.73,9.6,3.82,7.78,4.3,7,9.1,8.1,7,7.5,4,5.03,4.78,8.8,9,7.25,10,6,2,10.66,4.99,,6.2,6.5,9,6.95,15.2,9.38,10.87,11.73,8.33,9.92,7.84,7,5.8,6.11,2.2486525407,10,20073,17,19973,15
Kansas City,Oakland,12.5,15.13,13.29,14,13.71,12.77,,10,6.58,17.91,13,9.93,7.62,14.77,16.23,8.35,11.89,15.41,10.1,6.73,8.86,5.35,16,12.5,,,14.17,15.99,11.8,11.5,12,,11.3,12.48,14,13.16,12.11,7.7,20.45,10.64,11.2,6.82,16.39,17.6,12.8,12.9,14.1,12,3.5,9.4,7.94,13.92,11.5,15.5,13.25,19,13.9,9,14.33,10.95,,12.1,14.5,14,14.25,24.1,10.69,15.85,12.4,12.55,10.42,8.05,16,12.7,12.51,3.3529162628,13,20073,31,19973,15
N.Y. Giants,Washington,7.5,6.63,6.08,8,4.58,7,,8,6.71,6.59,3,7.9,11.09,4.7,3.99,7.78,3.7,4.7,8.33,6.89,-2.43,6.31,12,7.5,,,7.06,8.09,8.9,7,6.5,,11,7.28,6,7.38,7.27,7.5,2.06,5.49,8.9,4.86,8.76,10.5,7.06,5.6,11.1,5,2,14.6,4.09,5.38,8.4,11,6.25,10,10,1,4.33,5.54,,3.4,7.5,4,8.38,16.8,2.8,6.81,10.55,6.89,3.08,7.33,8,3.8,7.64,3.1779634379,13,20073,24,19973,15
New England,Miami,10.5,8.67,6.01,10,7.58,9.6,,13,15.91,10.23,11,10.31,5.59,9.42,5.12,11.41,4.82,8.74,8.3,8.7,15,13.26,14,10.5,,,9.51,7.63,13.4,9,8,,17.6,8.58,10,9.53,11.79,13.9,6.76,6.78,13.8,6.51,9.04,3.8,9.33,8.9,12.8,7,12.5,19.4,5.39,8.89,13.7,10,8,12,1.5,4,16.67,5.96,,7.2,12,10,9.59,15.9,7.12,11.92,9.25,5.98,8.42,5.13,10,7.5,9.33,3.5839407551,13,20073,41,19973,15
Philadelphia,Dallas,3.5,5.35,6.14,6,3.55,5.75,,7,4.85,5.14,-1,8.8,0.95,3.31,5.91,5.58,5.11,3.74,4.25,6.33,2.86,-3.54,8,4,,,4.71,7.44,7.5,3,3.5,,8.4,6.18,4,5.12,8.41,7,5.17,5.73,7.4,2.67,7.1,2.3,5.91,6,9.3,7,6,11.5,5.04,2.84,7.5,6.5,5.25,7,-0.4,3,4.42,3.34,,4.9,8,5,6.93,17.8,6.79,4.34,6.89,7.39,8.08,7.68,6,4.9,5.92,2.741984044,38,20073,27,19973,15
San Diego,Denver,-4,-3.02,-2.91,-4,-2.48,-3.08,,-2,-4.17,-1.87,-5,-4.6,-6.95,-0.24,0.41,-3.7,1.12,-5.03,-0.08,-0.74,-3,2.69,-3,-4,,,-2.35,-2.03,-1.5,-4,-3.5,,-4,-1.82,-3,-2.73,-4.81,-3.1,1.18,-4.35,-1.8,-0.61,-4.43,-8.3,-2.75,-8.7,-2.5,-4,-1,-5.2,-1.21,-8.78,-1.3,-5,-2,-7,-5.9,-2,-2.67,-2.42,,-1.2,-1,-2,-2.75,-9.8,0.69,-0.33,1.14,-2.86,-4.83,-0.53,-3,-2.4,-2.39,2.4380324658,22,20073,10,19973,15
Seattle,San Francisco,10.5,10.32,7.72,8,10.91,10.63,,14,15.58,11.41,5,15.56,7.55,8.71,9.05,13.99,6.73,11.17,12.54,10.62,14.54,13.13,15,10.5,,,8.01,12.16,12.5,10.5,8.5,,21.4,10.88,12,9.17,10.85,17,5.08,7.38,12.6,7.1,12.19,8.8,10.62,11.7,13,9,10.5,23.7,5.21,7.54,12.9,12.5,9.5,13,6.3,4,10.83,7.3,,10,14,7,12.17,15.8,5.76,6.37,7.6,8.66,7.58,10.1,11,10.1,9.15,3.7113628058,7,20073,17,19973,15
St. Louis,Arizona,4.5,-1.69,-0.76,-3,3.29,0.65,,5,1.65,0.85,1,0.67,8.03,-0.4,-1.05,3.96,0.47,-1.21,-2.21,3.86,-1.43,1.58,5,3.5,,,-4.93,0.62,2.9,4.5,2.5,,6.8,-1.52,-2,-1.61,-0.89,7.7,-3.26,-1.74,3.7,-4.85,-0.11,1.3,0.51,1.8,1.2,-1,4.5,12.7,0.51,1.51,3.2,2,-0.5,-4,0.4,-5,-0.92,-3.76,,1,3,-3,2.19,-5.1,2.46,-3.3,-6.65,0.02,2.25,1.16,1,-0.2,2.78,3.5214771592,12,20073,6,19973,15
Tennessee,N.Y. Jets,-3.5,0.25,1.8,-0.25,1.19,-0.79,,-1,-7.46,-4.23,2,-2.3,0.47,-3.89,3.7,-5.64,3.29,-0.19,-1.72,-2.49,-3.81,-4.52,-4,-3,,,0.25,0.66,-1,-1,1,,-6.3,-0.62,-3,-0.72,0.36,-4.1,3.26,-1.28,-1.3,2.13,-3.13,-0.3,-0.72,-8.1,-1.6,1,1,-13.2,4.49,-3.15,-1.3,1,0.75,-1,12.9,-1,-7.33,-1.36,,-0.3,1,6,-0.85,5.3,-8.31,-1.43,6.22,-2.29,3.92,0.66,2,-0.3,0.46,3.9419695798,16,20073,11,19973,15
Arizona,Seattle,-9,0.5,1.42,1,0.99,-1.21,,-2,-2.33,-0.33,3,-2.18,-0.81,0.56,0.19,-2.94,1.47,0.66,-2.45,0.52,-0.47,2.24,-3,-7.5,,,2.95,-1.61,-2.8,-9.5,-7.5,,-5.6,0.08,-3,2.02,-2.24,-1.6,4.13,-3.29,-2.3,0.92,-1.32,-2.7,-1.5,-6.7,0.3,-3,1,-2.7,-2.87,-0.2,-2.7,-1.5,1.5,1,-3.9,-5,-0.83,0.32,,-0.5,-4,-4,-2.93,-5.7,-0.5,4.48,2.31,-2.1,-1.71,-3.59,-1,-1.4,-1.79,2.3255878907,35,20080,6,19973,16
Carolina,Cleveland,4,0.67,2.35,1,3.78,2.19,,6,-1.33,-6.07,9,1.59,5.52,-5.39,0.7,4.07,1.75,-0.93,3.61,3.42,5.61,3.42,8,4,,,0.83,1.81,6.3,3.5,3.5,,2.9,1.28,2,0.88,3.46,2.9,-3.9,3.1,4.7,2.37,0.53,-2.5,2,3.4,4.1,4,4,11.9,7.39,2.62,5.9,0.5,2,1,2.2,-2,-7.34,-0.34,,0.1,2.5,6,-0.43,7.4,1.7,-3.16,-0.98,4.8,4.44,0.57,-1,0.6,4.64,3.5318659316,13,20080,17,19973,16
Chicago,Detroit,-9.5,-5.31,-3.57,-7,-1.78,-5.7,,-6,-11.36,-7.31,2,-8.83,-10.55,-4.58,-5.35,-7.67,-2.13,-5.79,-7.86,-3.45,-8.78,-6.08,-8,-8.5,,,-5.6,-5,-6.5,-9.5,-6.5,,-13.3,-4.52,-4,-5.56,-7.57,-8.7,-1.81,-4.3,-6.3,-5.09,-7.63,-12.5,-5.6,-7.6,-3.4,-6,6.5,-15.8,2.88,-2.55,-7,-5,-3.25,-10,-1.3,-7,-9.41,-5.62,,-3.7,-6,-4,-3.38,-11.3,-0.58,-4.21,-0.53,-7.12,3.07,-3.36,-6,-5.3,-4.61,3.5963167353,20,20080,14,19973,16
Cincinnati,Denver,-3.5,-5.31,-2.95,-6,-4.03,-4.44,,-2,-6.79,-9.71,-2,-3.05,-9.67,-4.33,-0.71,-5.19,0.42,-7.1,-4.11,-2.38,-11.28,-12.31,-4,-3.5,,,-3.84,-5.37,-3.9,-3.5,-3.5,,-7.7,-4.92,-7,-4.74,-5.96,-3.2,2.04,-5.49,-3.3,-2.42,-7.32,-7.4,-4.33,-14.7,-6.5,-5,-4,-5.1,0.79,-1.85,-5.4,-5.5,-4,-7,-9.9,-3,-1.67,-3.9,,-4.6,-3,1,-3.67,-13.8,0.76,2.16,6.73,-5.45,-3.15,-0.28,-1,-5.7,-2.13,3.6847034311,28,20080,37,19973,16
Dallas,Indianapolis,3.5,-1.27,-0.1,1,0.12,-0.65,,2,-0.18,-4.24,1,0.19,-0.26,0.92,0.68,1.65,1.12,-3.12,-0.52,1.49,-4,-9.27,2,2,,,1.55,-2.95,1,2.5,3,,1.9,0.78,-3,0.79,-0.54,-0.4,2.62,-2.31,-0.2,2.84,-2.41,-4.2,-0.25,-4.9,1.8,-2,5,1.4,0.91,1.84,1,-1,-0.25,-2,-5.9,-1,-0.25,-0.32,,2.2,-1,-5,0.53,-9.8,0.36,-1.17,0.13,-1.69,-1.07,-1.75,-1,0.5,0.64,2.2883748932,7,20080,42,19973,16
Houston,Baltimore,-5,-1.42,-0.05,-2,-1.8,-1.65,,1,2.13,-3.56,-7,1.49,-8.15,-2.29,0.02,-1.16,1.04,-0.72,-2.12,1.54,5,-0.76,-2,-4,,,-1.72,-1.93,-3,-5.5,-4,,-0.1,0.08,-3,-0.75,-2.79,0.2,1.4,-2.75,-2.8,-1.94,-1.95,-3.9,-1.72,-2.8,-0.5,-4,-2,2.4,1.06,1.61,-3.1,-1,0.01,-4,-8.3,-2,1.5,-1.83,,-0.6,-1,-1,-1.99,-6.9,-2.52,0.3,-5.34,-2.36,-1.71,-2.47,-1,-0.9,-1,2.5667802457,13,20080,25,19973,16
Jacksonville,Tennessee,3.5,2.85,3.03,2,-1.77,3.5,,6,13.54,1.2,-12,6.69,9.99,0.55,2.38,5.12,2.39,2.18,5.72,5.62,2,5.93,8,3.5,,,3.39,2.87,1.6,3.5,3,,7.9,2.78,3,3.52,0.65,7.6,3.83,4.17,2.9,4.97,3.73,3.8,3.17,3.6,6.9,0.01,4.5,12.6,-2.29,4.19,1.4,3.5,3.5,5,3,1,12.67,1.01,,0.4,4.5,-6,1.61,7.7,9.56,5.64,-1.09,3.17,0.57,6.23,-2,0.3,3.27,4.1361591413,13,20080,21,19973,16
Miami,Minnesota,7.5,7.91,5.67,7,5.35,6.31,,5,2.92,8.97,2,3.84,0.61,6.88,5.7,4.67,4.66,7.98,8.02,3.86,5,9.68,6,7.5,,,6.55,9.47,8.9,7.5,7,,4.9,7.58,7,6.52,3.77,5.5,6.63,6.85,8.5,5.58,8.48,5.4,6.21,11.4,9.6,5,3.5,2.3,5.22,6.38,9.1,9.5,8.25,9,2.5,1,5.67,5.56,,8.2,7.5,4,5.74,15.6,6.21,9.5,5,9.08,5.57,9.92,2,8.2,5.02,2.7102366489,35,20080,37,19973,16
N.Y. Jets,New England,-11.5,-15.28,-9.34,-17,-15.66,-14.23,,-15,-14.83,-18.71,-13,-14.12,-19.38,-7.26,-11.54,-15.09,-7.25,-16.24,-7,-7.66,-7,-16.79,-20,-11.5,,,-14.25,-16.54,-17.6,-11.5,-11,,-23.1,-11.92,-16,-13.89,-15.14,-13.4,-12.46,-10.22,-17.7,-13.66,-18.71,-28.5,-14.19,-15.4,-14.9,-14,-11.5,-21.3,-0.88,-11.79,-18.1,-17.5,-11.75,-23,-14.4,-11,-18.34,-11.16,,-8.7,-16,-13,-9.8,-27.5,-6.35,-14.46,-12.13,-12.15,-13.14,-12.82,-8,-12.5,-13.19,4.9080358728,17,20080,16,19973,16
New Orleans,Atlanta,7,3.91,4.35,5,7.34,3.73,,3,-3.07,1.88,2,4.28,-0.74,2.75,3.56,1.59,3.41,2.81,3.91,2.29,6,2.13,2,6,,,4.88,3.91,5.3,7,6,,6.6,6.18,3,4.79,6.2,1.2,3.25,5.63,5.2,5.12,3.11,4.4,3.91,5.5,4.9,6,2.5,-4.7,6.2,3.26,5.4,3,4.25,5,1.8,2,-2.25,4.23,,5.6,4,3,7.38,13.8,4.33,3.58,1.35,3.41,3.14,6.88,3,4.8,3.97,2.6543603617,30,20080,14,19973,16
Oakland,Buffalo,-7.5,-9.26,-6.64,-10,-6.38,-7.35,,-7,-3.65,-11.62,-1,-9.7,-10.8,-6.19,-8.85,-7.02,-4.59,-10.03,-5.2,-2.96,-5.96,-6.23,-11,-7.5,,,-8.02,-10.04,-5.3,-5.5,-6,,-12.2,-5.82,-7,-7.69,-4.84,-9.2,-13.88,-5.95,-5.8,-3.58,-11.68,-16,-7,-9.4,-7,-6,-4,-14.4,0.77,-4.8,-5.2,-9,-6.25,-15,-0.5,-12,-9.08,-8.08,,-1.9,-9,-4,-3.49,-16.5,-5.67,-5.04,-0.47,-10.3,-4.36,2.12,-8,-4.3,-7.2,3.8981844869,24,20080,26,19973,16
Pittsburgh,Kansas City,2.5,-1.85,2.71,-1,0.15,0.41,,5,3.25,-3.75,9,3.48,0.75,-0.32,1.33,3.03,1.88,-3.31,-1.71,2.46,-9,5.3,3,2.5,,,-0.04,-2.59,1.6,3,3,,1.2,-0.32,-2,0.65,1.31,4.2,2.68,1.71,3.2,1.44,-2.78,0.7,0.75,-4.5,1.3,-1,1,7.2,1.59,3.22,1.2,2.5,-1.25,0.01,-2.8,2,1.5,-0.39,,-1.6,3.5,-1,-1.26,-10.1,2.18,-2.87,-5.73,1.2,6.79,0.39,1,-2.7,2.12,3.2960924436,12,20080,20,19973,16
San Francisco,San Diego,0,-0.76,0.7,-0.25,3.3,0,,1,-2.31,-3.02,2,-0.61,-1.88,-2.65,0.23,-0.34,1.35,-1.37,-2.58,0.67,-2,-3.07,0.01,0,,,0.31,-1.54,0.2,0,2.5,,0.3,-0.72,-3,0.16,1.32,2.1,1.49,3.13,0.3,-0.3,-2.27,-0.3,0.01,-1.3,0.6,2,1.5,-0.8,7.16,1.83,-0.7,0.01,0.01,-1,-1.6,-1,2.25,-1.66,,0.7,-1.5,-3,3.07,-5.3,2.73,3.16,2.74,2.67,-1.71,-0.19,1,-0.2,2.16,2.085762148,38,20080,35,19973,16
St. Louis,N.Y. Giants,7,5.82,3.03,6,4.9,5.77,,6,12.69,5,5,6.18,2.55,4.51,3.83,6.35,3.64,6.43,3.98,6.15,6,7.02,9,7,,,5.46,5.74,4.4,5,6,,11.5,5.08,5,5.68,1.9,9,8.12,4.97,4.4,6.18,5.89,6.3,5.46,8.2,9.1,3,5,10,1.93,6.48,5.2,4.5,6.25,5,-0.6,3,16.25,3.69,,7.9,6,7,3.81,13.1,11.74,8.95,3.35,4.23,0.14,2.08,2,7.1,5.77,3.0453310776,37,20080,27,19973,16
Tampa Bay,Green Bay,-13,-11.23,-6.79,-18,-8.95,-11,,-8,-15.96,-16.23,-8,-8.55,-6.99,-10.22,-8.1,-7.72,-5.03,-9.03,-13.92,-3.86,-11.53,-8.74,-12,-13,,,-13.46,-11.53,-11.4,-11.5,-10,,-13.6,-8.52,-10,-14,-12.84,-11.8,-11.81,-9.3,-14.3,-15.7,-15.89,-18.1,-10.22,-18.2,-9.6,-10,-4.5,-10.4,-0.22,-11.27,-12.1,-13,-8.5,-21,-14.3,-15,-19.83,-10.02,,-7.3,-9.5,-7,-8.81,-25.2,-8.94,-10.42,-5,-11.73,-11,-5.76,-8,-9.9,-7.5,4.2889500611,20,20080,3,19973,16
Washington,Philadelphia,-8.5,-9.34,-5.94,-12,-10.41,-8.9,,-6,-10,-13.7,-5,-10.93,-10.54,-10.6,-6.22,-7.71,-3.76,-7.03,-8.7,-4.4,-5.1,-15.58,-11,-8.5,,,-10.87,-10.25,-10.9,-9,-8,,-12.2,-8.32,-11,-9.35,-8.06,-6.8,-7.46,-6.36,-10.8,-9.25,-11.14,-15,-9.25,-7.2,-10.6,-7,-6,-9.3,-0.05,-4.42,-10.9,-11.5,-6.5,-15,-11.2,-8,-10.5,-9.25,,-4.9,-8,-6,-7.83,-19.4,-7.39,-7.66,-11.74,-8.05,-9.36,-9.29,-7,-7.3,-7.19,3.0515039311,24,20080,27,19973,16
Atlanta,Carolina,2.5,3.97,4.24,4,0.54,4.51,,7,4.29,6.32,-7,7.9,8.59,2.98,6.12,6.28,5.16,4.86,1.4,6.91,-2.05,6.62,7,2.5,,,2.38,5.01,3.8,3.5,3.5,5.77,8.3,3.58,3,3.6,3.27,8.7,2.36,4.29,4.6,-1.43,6.12,3.7,4.29,0.2,6.9,2,7,10.5,0.3,5.04,3.9,6.5,3.75,6,8,2,2,1.82,,4.3,8.5,4,4.66,11.6,2.49,6.71,6.01,3.79,5.41,3.03,2,3.9,4.45,2.9343796666,34,20086,3,19973,17
Baltimore,Cleveland,14.5,9.85,8.97,8,12.73,9.61,,12,10.99,9.35,5,10.38,6.58,8.37,9.4,9.22,6.96,9.51,9.14,7.63,8.1,7.99,13,13,,,8.02,12.34,13.2,9,9,8.76,11.7,9.78,10,8.16,11.57,9.9,6.3,7.08,13,4.57,10.96,10.8,9.46,12,11.4,11,13.5,13.1,6.39,10.58,13.2,10,9.25,13,12.3,1,16,6.52,,6.9,12.5,17,9.38,14.3,8.39,4.12,4.84,8.04,8.67,10.73,4,7.6,9.35,2.9044086589,10,20086,20,19973,17
Denver,Oakland,15.5,19.15,15.11,21,18.78,15.98,,14,15.49,16.23,17,15.54,17.62,11.57,15.23,12.23,11.99,20.67,10.96,10.18,7,8.76,20,15.5,,,18.28,19.05,15.3,14.5,14,13.87,18,17.58,18,16.88,18.71,11.7,17.72,15.93,15.2,9.12,18.73,16.3,16,21.8,16.1,17,10,15.4,11.15,18.22,15.8,20,17.25,26,13,14,16,13.26,,12.7,17.5,16,16.42,27.4,12.98,16.3,13,15.02,15.07,8.26,11,14,15.46,3.5826860953,14,20086,47,19973,17
Green Bay,Detroit,9,6.2,4.23,5,9.89,6.82,,9,3.06,11.27,8,5.11,10.32,9.71,5.39,6.41,4.93,7.1,6.66,6.58,8.16,7,10,8.5,,,3.87,7.75,10.6,9,7.5,6.71,9.6,4.48,6,6.28,7.75,7.5,3.94,5.47,12.9,1.91,8.38,7.1,6.62,6.4,8,6,9.5,13.2,3.45,8.69,10.6,7.5,5.5,7,3.4,3,0.01,2.57,,5.5,8.5,6,6.86,10.5,3.72,4.29,6.72,4.3,12.33,4.74,3,6.1,6.8,2.6997320147,20,20086,30,19973,17
Houston,Jacksonville,9.5,15.17,14.03,12,12.63,12.24,,13,10.77,13.62,9,15.54,7.39,9.82,14.11,13.58,10.23,17.86,12.83,10.51,7,10.45,15,10,,,12.73,15.8,13.9,10.5,9.5,11.15,19.1,13.48,16,12.02,13,12.2,13.76,9.05,13.6,7,15.28,9.7,12.68,13.1,14.1,12,15.5,17.3,7.35,13.28,14.4,15,11.75,18,7.9,9,13,11.54,,12.3,14.5,7,10.33,17.8,7.78,8.46,8.75,10.53,9.8,7.73,8,13.2,11.2,3.0558180222,17,20086,23,19973,17
Kansas City,San Diego,1,4.58,4.87,3,4.01,3.88,,3,0.76,4.12,-1,4.16,-1.04,3.41,5.76,3.67,4.8,6.89,4.8,5.66,5.56,10.02,5,2,,,2.18,5.13,4.1,2.5,3,6.68,1.7,4.88,5,2.84,1.84,2,3.7,4.31,4.2,0.09,5.27,10,4.11,4.9,6.2,4,4,5.2,4,3.4,3.7,6,5.5,4,2,1,0.01,1.53,,5.7,3,3,3.23,9.3,1.63,5.88,4.26,3.69,1.53,7.8,3,5.9,4.65,2.1591582757,7,20086,19,19973,17
Miami,N.Y. Jets,7,12.07,9.5,13,10.27,9.38,,8,7.29,9.72,10,7.22,2.29,6.34,11.2,5.85,8.62,10.16,12.42,4.55,12.05,10.13,9,7.5,,,12.34,13.81,9.3,7,6,9.91,9,11.28,11,11.28,9.6,5.5,10.47,7.82,9,10.87,12.15,11.5,9.79,11.3,12.1,10,4.5,1.5,4.49,9.99,9.5,12.5,11.5,17,10.4,5,8,9.41,,7.3,10,5,7.41,17.2,6.62,11.54,11.88,9.32,9.87,11.85,7,7.7,8.45,3.0522726335,37,20086,24,19973,17
Minnesota,Chicago,7,6.22,4.26,6,4.5,6.88,,9,10.01,6.61,1,9.53,10.78,5.31,7.19,9.81,6.01,8.82,7.21,9.24,7.27,-0.43,10,7,,,4.31,6.26,6.3,7,7,4.7,13.5,6.48,6,6.37,10.4,8.6,4.72,4.8,6.5,2.12,8.19,10.7,6.5,4.4,8.5,7,6,16.1,0.01,6.54,6.6,5.5,5.25,9,8.5,1,12,3.93,,6.8,6.5,6,6.22,12.1,4.19,2.7,5.5,6.94,2.13,6.77,3,6.5,7.34,2.9428064027,9,20086,13,19973,17
N.Y. Giants,Philadelphia,1,-2.47,1.78,-3,-3.05,-1.18,,3,-1,0.12,-3,-0.19,1.47,0.52,-0.38,2.36,0.58,-1.62,-0.27,2.97,-0.84,2.42,2,0.5,,,-2.79,-2.93,-1.5,2.5,1.5,-0.25,3.5,-3.42,-3,-0.96,-0.5,5.2,-2.93,-3.13,-1.4,-1.4,-2.04,-7.6,-1.5,-2.4,-0.1,-3,14.5,8.6,1.04,-0.16,-2,-2,-2.75,-4,-1.5,-5,-1,-3.04,,-2.2,-1.5,3,-0.56,-5.5,-2.91,-3.85,-4.19,-0.72,-3.73,-3.53,-3,-3.1,-0.05,2.6652955506,34,20086,26,19973,17
New England,Buffalo,7,11.08,8.07,11,13.33,10.23,,11,12,7.49,26,9.37,11.5,4.69,7.34,9.61,6.07,12.28,10.69,8.15,7,7,12,7.5,,,11.32,9.99,13.6,5.5,3.5,9.57,16.8,9.68,13,11.12,12.11,10,7.57,7.96,13.3,8.04,10.4,10.8,10.4,9.8,13.2,10,13.5,11.2,7.1,10.71,13.7,12.5,9.25,13,2.9,3,12,7.23,,9.9,,4,9.63,12.8,6.97,13.29,9.01,5.81,10.87,11.07,5,10.2,10.07,3.4457699826,17,20086,9,19973,17
Pittsburgh,Cincinnati,3.5,1.65,2.51,2,0.87,2.9,,3,6.73,2.12,3,2.13,5.97,2.43,4.01,2.91,3.81,1.87,3.56,4.77,-1.99,4.67,3,3.5,,,0.89,2.07,3.3,4,3,3.68,1.3,3.48,3,2.72,1.83,1.3,2.91,3.84,3.9,1.28,2.56,4.2,3,4.6,5.5,0.01,6,2.6,0.59,1.1,4.1,4.5,2.25,4,5.8,1,8,0.99,,3.8,3.5,8,2.67,7.4,3.16,-2.48,-10.06,3.23,4.41,5.1,1,3.3,3.11,2.5755282244,17,20086,27,19973,17
San Francisco,Arizona,7.5,-2.9,-0.96,-3,4.54,-0.39,,-1,-6.01,0.29,11,-1.83,-0.23,2.12,0.04,-2.18,1.41,-3.77,-1.35,0.22,-2.82,-4.94,0.01,6,,,-4.19,-1.54,1,7,4,0.94,-3.3,-1.82,-3,-1.88,0.96,-0.3,-2.57,2.8,0.4,-4.41,-1.26,-4.5,-0.23,3.4,-0.2,0.01,3.5,1.6,6.66,1.05,0.5,-1,-2.25,-5,2.5,1,-9,-3.4,,0.2,,2,2.69,-3.1,-1.56,-1.85,-0.91,0.65,1.53,2.54,4,0.2,1.28,3.023175443,17,20086,20,19973,17
Seattle,St. Louis,13,12.8,11.05,12,16.21,12.27,,14,14.9,13.95,22,15.78,9.82,13.8,10.45,13.99,7.83,11.42,14.54,11.36,7,16.2,14,13,,,13.67,13.4,13.1,14,13.5,11.18,21.5,10.98,14,11.81,14.03,15.7,9.21,10.44,12.6,10.79,12.43,7.3,12.43,14.7,14.5,11,15.5,20,11.36,12.97,13.3,12.5,8.75,17,5.4,7,19,9.74,,10.5,12.5,15,12.43,16.3,8.31,7.82,13.34,11.03,5.73,12.08,5,11.7,10.35,3.4863315731,6,20086,20,19973,17
Tampa Bay,New Orleans,-4,-4.28,-4.05,-7,-5.59,-3.29,,0.01,2.48,-6.79,-7,-2.34,-6.35,-5.33,-2.42,0.86,-0.66,-3.65,-3.93,1.44,-1.15,-16.32,-1,-4,,,-5.5,-3.89,-2.4,-4,-3.5,-3.05,-1.9,-3.52,-4,-4.71,-6.37,-1.4,-6.37,-5.18,-3.1,-8.21,-4.22,-6,-3.45,-6.9,-0.8,-5,0.01,6.6,-1.38,-1.21,-2.8,-5,-2.25,-8,2.3,-9,2,-5.44,,-2.7,-2,3,-3.57,-9,-3.38,-2.96,-2.13,-4.97,-6.07,-3.26,-3,-3,-1.8,2.9739355464,23,20086,20,19973,17
