Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linehanson,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linel1,linel2h,linefox,lineca,linebihl,lineesp2,linesagr,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineteamrank,linemed,linekerns,linejens,lineash,lineffw,lineburd,linecrunch,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,lineespn,linerwp,linedwig,lineps,linegametime,linedoi,linelinx,linestjohn,lineppg,linel2to,lineherbert,linefeng,lineiron,linekalin,linestd,rscore,hscore,week
Chicago,Washington,-3,-3.08,-3.36,-6,-3.33,-3.09,1.74,-1,-7.61,,-8,-2.34,-8.81,,-1.7,-1.13,-0.26,-3.09,-2.45,-0.63,-3.38,-1,-3,-3.52,-1.9,-3.26,-2.96,-4.2,-3.5,-3,,-2.76,-3.72,-3.37,-3.37,-4.72,-0.7,-1.83,-4.99,-4.9,-3.54,-3.81,-1.5,-3.02,-5.1,-2.7,-1,-2,5.1,-7.6,-4.93,-4.2,-5.5,0.5,-7,0.01,-4.9,-0.91,-7.3,-0.5,,-2.5,-1.86,-0.29,-2.11,-6.82,0.35,-3.06,,-1.62,-2.26,2.6804063538,41,21,16
Cleveland,San Diego,-4,-8.36,-12.18,-14,-8.01,-8.76,-1.24,-6,-10.57,,-2,-9.65,-14.54,,-6.64,-10.87,-4.59,-8.14,-12.4,-7,-16.27,-8,-5,-9.74,-7,-8.04,-8.67,-8.4,-5.5,-6.5,,-10.47,-9.32,-11.4,-11.13,-9.11,-8,-10.46,-11.19,-8.4,-7,-11.16,-8.1,-8.68,-13.9,-10.1,-6,-5,-10.5,-4.9,-8.69,-8.3,-9,-3,-13,-2,-9.4,-7.18,-13.67,-6,,-8,-6.43,-11.19,-9.24,-8.43,-10.78,-1.78,,-5.91,-10.12,3.0568959659,17,20,16
Dallas,Detroit,6.5,8.83,8.91,9,5.57,7.85,6.2,6,10.14,,2,10.44,11.94,,8.11,6.91,6.25,8.91,8.41,11.35,3.52,8,6.5,10.12,6.2,8.84,8.87,7,7,7,,9.06,8.88,8.81,8.05,4.34,5.4,5.86,9.01,6.6,6.72,9.4,7.8,8.08,9.4,10.6,5,7,8.6,10.5,6.51,7.6,9,7.5,13,5.5,4.6,7.42,11.75,9,,7.5,7.16,4.58,6.18,6.64,7.07,3.65,,6.12,8.1,2.1438958,21,42,16
Green Bay,Minnesota,6.5,4.48,5.3,4,6.35,5.54,2.06,9,6.92,,17,4.72,2.67,,3.91,7.96,3.74,4.59,4.71,2.38,5.52,8,6.5,5.15,6.9,4.6,4.39,4.4,6.5,7,,6.11,3.18,4.64,5.49,-0.7,7.4,3.22,5.41,4.5,3.84,5.08,5,4.9,4.5,7.1,3,7,18,7.1,5.1,4.5,4.5,10,6,4.5,-1,5.84,5.19,5.2,,6,3.71,3.72,-0.89,9.07,5.52,5.08,,4.7,6.02,3.1503196479,25,38,16
Houston,Cincinnati,1.5,0.42,2.68,2,-4.52,0.95,2.34,1,-2.22,,6,-1.42,3.84,,0.35,0.07,1.44,1.38,2.12,7.57,7.67,-5,1.5,2.99,1.2,1.74,-0.59,-1.1,1,3,,-0.97,0.98,0.25,5.46,2.25,0.3,4.62,-0.49,-0.1,8.21,0.3,0.1,0.38,1.2,4.3,0.01,-1,-2.2,0.2,-1.81,-1.8,0.01,4,4,3.5,-1,-0.97,4.07,1.55,,0.01,1.05,2.83,1.86,-2.3,4.61,2.45,,-0.8,-1.47,2.4955153545,10,12,16
Jacksonville,Tennessee,-5,-2.78,-6.94,-7,-1.38,-3.8,-0.13,-4,0.11,,1,-5.44,-9.46,,-3.65,-5.91,-1.1,-2.64,-4.34,-2.68,-6.7,-3,-5,-3.98,-6.3,-3.13,-2.59,-2.7,-5,-3.5,,-10.33,-3.52,-4.8,-5.15,-4.83,-7.7,-2.89,-2.79,-2,-6.69,-4.54,-0.8,-3.41,-1.1,-6,-1,-1,-6.3,-4.6,-3.3,-3.2,-4,-5,-9,0.5,-7.9,-1.05,-8.46,-3.9,,-2.5,-1.92,-1.78,-3.75,-3.71,-0.99,-6.12,,-1.63,-2.9,2.6139707252,17,38,16
Kansas City,Denver,3.5,3.19,1.02,3,2.51,3.52,0.14,5,4.93,,-3,3.33,5.85,,3.08,4.53,3.12,3.73,0.84,-0.16,1.04,4,3.5,4.16,4.3,3.96,2.7,2.5,3,4.5,,11.25,3.28,3.07,5.51,3.46,4.6,4.78,4.52,3.2,2.58,2.66,3.4,3.48,-1.8,6.5,2,4,6.6,4,4.98,3.5,3,5.5,5,1.5,4.8,1.33,5.63,5.25,,4.5,2.37,5.37,3.22,3.43,-1.29,3.65,,3.41,4.36,2.2016080303,10,33,16
Los Angeles,San Francisco,4.5,5.27,4.1,7,6.44,6.35,0.53,7,11.29,,9,3.98,12.02,,2.84,7.11,3.39,6.03,5.44,10.55,8.12,6,4.5,7.05,3.5,6.12,4.55,7.9,3.5,3,,10.26,6.58,7.5,8.14,5.78,3.6,8.85,6.52,7.6,10.2,5.36,6.4,6.16,8.4,9,5,6,3.9,2.1,5.73,8,4,5.5,9,3.5,2.5,1.98,12.02,12.1,,6,4.65,7.4,5.28,-2.79,6.96,-3.84,,5.15,6.2,2.9202528088,22,21,16
New England,N.Y. Jets,17,16.63,14.22,16,16.56,16.15,6.82,18,15.32,,3,21.03,24.52,,17.32,18.41,11.88,16.04,7,7,11.58,22,17,19,16.1,15.96,17.29,18.8,16.5,14,,25.77,16.08,17.13,18.69,13.37,15.7,11.71,17.31,18.2,14.67,19.38,16.7,16.65,19.7,17.7,12,16,29.4,13.8,16.67,19.5,17.5,14,25,2.5,10.5,17.34,17.77,16.85,,18.5,13.48,10.05,17.67,10.79,14.35,16.18,,14.66,18.79,5.0353624662,3,41,16
New Orleans,Tampa Bay,3.5,2.24,4.27,1,4.25,2.23,5.89,1,0.33,,-2,2.3,0.13,,4.18,-0.27,3.93,1.48,2.51,0.29,-1.5,2,3.5,3.18,-0.3,1.33,2.88,2.4,3,3,,3.84,2.28,0.12,0.64,4.08,-3.6,-0.15,3.72,2.8,-1.23,2.97,4,2.35,3.9,2.2,3,5,0.7,5.9,2.66,2.7,4,1.5,1,6,-3.1,6.37,0.31,3.05,,2.5,3.19,-0.12,1.24,8.64,4.67,3.98,,3.28,0.88,2.275672361,24,31,16
Oakland,Indianapolis,3.5,5.42,2.65,10,3.34,4.64,0.84,3,2.43,,-4,3.92,10.26,,3.91,3.96,3.65,5.83,2.6,5.24,-3.44,5,3.5,7.77,3.8,6,5.06,4.9,3.5,4,,9.14,6.98,4.11,6.88,3.56,4.1,7.72,6.51,4.1,6.54,5.33,5.5,4.5,7.8,7.8,3,3,-0.2,-2.9,6.41,5.9,6.5,5.5,9,3,5.3,5.26,10.06,4.3,,3.5,4.7,8.3,7.39,3.07,-2.29,4.28,,3.26,3.45,2.97140588,25,33,16
Philadelphia,N.Y. Giants,0,2.28,-1.93,-2,1.96,0.9,2.48,-1,-0.78,,2,0.14,-2.51,,2.46,-1.6,2.5,0.97,4.4,3.1,11.53,3,0,2.65,-3.8,0.65,3.46,1.5,-2.5,-3,,-6.44,1.88,1.66,-1.8,7.13,-5.2,-0.05,0.41,1.1,-3.38,2.41,3.5,1.5,6.2,1.5,4,2,-2.7,,2.51,0.6,7,-2,-1,5.5,-9.6,2.06,-2.07,-1.65,,-1,3.33,1.08,4.48,5.14,3.76,-5.62,,1.72,-0.53,3.174990863,19,24,16
Pittsburgh,Baltimore,5.5,5.62,7.85,4,9.5,6.08,3.27,7,0.43,,15,5.54,11.1,,4.06,6.91,3.71,5.87,3.23,4.14,16.21,6,5.5,7.12,5.2,5.73,5.55,6.9,5,4,,8.49,5.88,6.87,5.88,1.77,5.4,3.28,6.61,5.6,3.28,5.09,6.7,5.94,7.9,9.2,4,7,7.9,7.6,7.49,7.7,9,6,8,1.5,1,7.1,7.16,3.55,,6,4.77,3.21,3.32,4.5,3.92,3.98,,5.84,7.78,2.5630077529,27,31,16
Seattle,Arizona,7.5,5.99,7.14,8,8.28,7.4,5.9,9,15.46,,7,9.7,12.43,,6.45,8.25,5.2,6.35,6.85,5.42,7,8,7.5,7.81,9.4,6.48,5.63,7.6,7.5,7,,13.49,6.78,8,9.64,8,10.4,7.02,7.02,6.1,8.67,7.09,6,7.06,3.9,9.9,5,7,11.1,4.2,7.35,8.5,6,9.5,10,-0.5,3.2,6.31,10.36,5.2,,9,5.15,6.1,7.37,-1.23,7.31,11.92,,6.72,6.74,2.7978632468,34,31,16
Atlanta,New Orleans,7.5,8.61,7.19,11,6.89,8.29,4.99,9,7.64,,10,9.49,12.18,,7.39,8.2,6.46,8.49,10.73,14.4,2.11,12,7.5,10.17,6.4,8.53,8.78,10.5,7,6.5,,7.68,8.74,7.14,8.09,8.1,5.7,6.37,5.79,10.5,5.75,9.75,8.5,8.22,10.9,10.9,6,9,12.2,1.8,7.2,10.3,9,7.5,12,2,1,7.18,10.86,8.6,,9.5,6.2,3.98,12.57,6.33,8.15,10.31,7.3,7.64,8.22,2.6356299728,32,38,17
Cincinnati,Baltimore,0,0.71,-1.7,-1,4.54,0.97,4.48,2,-1.5,,6,0.6,1.39,,0.23,0.89,1.48,0.94,0.38,-1.6,6.16,4,0,0.88,0.5,0.78,0.65,2.2,1,2.5,,-0.32,1.04,1.52,0.34,-0.52,-1.5,0.03,1.3,1.2,-1.86,-0.63,2.5,1.04,1.8,1.6,2,2,-0.1,1.7,2.12,2.3,1.5,0.01,-3,0.01,-3.5,4.33,-1.68,1,,2,1.34,0.76,-0.29,1.09,1.87,-1.04,2.1,2.34,2.03,1.7350676445,10,27,17
Denver,Oakland,0,1.18,-1.73,-2,4.85,0.65,0.2,0.01,-0.75,,-1,-1.94,0.68,,1.75,-2.1,2.16,0.82,2.09,3.02,1.2,0.01,0,1.11,-1.2,0.48,1.61,3.4,1.5,3.5,,-6.92,1.04,-0.87,-1.38,0.93,-3.5,-0.94,0.1,2.4,-1.89,0.24,2.6,0.68,0.8,1,3,3,-6.7,3.8,2.39,1.9,1.5,2.5,-1,-0.5,-1.8,4.03,-1.32,0.1,,5,1.91,-1.95,0.29,-4.73,6.1,-0.54,2,1.78,2.8,2.5101730016,6,24,17
Detroit,Green Bay,-3.5,-1.01,-1.32,0.25,0.71,-0.31,3.15,0.01,4.32,,-1,-3.61,2.08,,0.89,-1.94,1.64,-1.07,-1.36,-2.2,0.19,0.01,-2.5,0.75,-2.7,-0.67,-1.28,-0.7,-3.5,-3,,-2.82,-0.36,-0.98,1.66,-0.04,-1.8,4.27,-0.8,-0.6,1.49,-1.78,-1,-0.62,-1.7,1.4,0.01,-2,-6.5,-0.1,-1.64,-0.9,-0.5,-1,-1,-0.5,1,-3.85,-0.62,2.65,,-1,0.82,3.4,0.28,-3.27,0.77,-4.17,-1.9,-0.52,-2.08,1.9486462954,31,24,17
Indianapolis,Jacksonville,4.5,7.93,1.83,10,8.69,7.75,4.31,7,10.47,,8,5.43,15.53,,8.02,5.89,6.06,8.35,10.61,7.6,5.97,9,5.5,9.38,4.9,8.47,7.58,7,4.5,7,,8.22,6.64,6.12,8.24,8.02,5.3,10.45,5.8,7.3,8.12,7.78,7.4,7.78,3.7,10.3,5,8,7.3,8.9,4.53,6.9,7,6,11,2,6.5,7.31,11.43,8.4,,8,5.35,10.92,8.4,7.93,9.15,0.03,5.3,7.11,7.66,2.5270791071,20,24,17
Los Angeles,Arizona,-7,-5.14,-7.29,-5,-4.56,-5.13,-1.17,-5,4.15,,-10,-7.63,-5.83,,-5.96,-5.74,-2.83,-4.54,-6.01,-3.4,-4.34,-8,-7,-4.07,-6.5,-4.23,-5.88,-8.6,-6,-7.5,,-10.39,-3.16,-4.94,-3.35,-1.65,-6.9,1.25,-2.41,-7,-1.67,-6.93,-5.2,-5.01,-8.2,-4.6,-4,-6,-10.2,-5,-5.78,-9.1,-6.5,-3.5,-7,-5,-4.8,-8.07,-5.7,-0.1,,-5.5,-1.99,0.67,-5.45,-10.18,-4.17,-3.99,-5,-5.01,-5.9,2.7682838546,44,6,17
Miami,New England,-9,-6.4,-4.04,-8,-10.47,-6.21,-1.14,-4,-4.71,,-16,-7.74,-9.17,,-5.71,-4.62,-3.01,-5.94,-7.16,-4.8,-13.51,-9,-8.5,-5.16,-7.2,-5.53,-7.02,-8.9,-9.5,-6,,-7.36,-5.06,-6.5,-4.82,-4.65,-4.8,0.1,-4.11,-7.7,-3.15,-8.13,-6.3,-6,-13.2,-3.3,-6,-6,-7.4,-5,-6.91,-9.4,-6,-3,-9,0.01,-7.7,-6.9,-6.49,-5.45,,-10,-2.46,0.07,-7.7,-1.8,-5.51,-7.08,-5,-6.17,-10.31,2.9581856338,35,14,17
Minnesota,Chicago,6.5,8.49,6.48,8,7.55,7.33,2.74,6,2.65,,6,8.42,16.04,,7.81,4.85,5.8,8.93,8.69,9,10.3,7,6.5,9.85,4.9,8.85,8.24,8.7,5.5,6.5,,8.08,8.54,8.65,8.35,9.65,4.2,7.98,6.9,9.3,7.56,7.86,8.6,7.86,7.5,10,6,8,4.1,-1.1,6.54,8.6,10.5,0.5,11,2.5,5.1,9.22,12.5,6.45,,9,5.65,6.33,8.4,3.33,4.37,1.87,8.6,6.7,6.47,2.9929834174,10,38,17
N.Y. Jets,Buffalo,-3.5,-6.45,-4.88,-6,-3.64,-5.59,1.51,-6,-2.15,,-1,-10.79,-9.69,,-7.31,-5.87,-3.75,-5.16,-7.94,-8.4,-12.36,-9,-4,-5.88,-5,-5.02,-7.72,-8.2,-3.5,-5,,-6.83,-4.96,-6.52,-5.53,-6.15,-6.5,-1.14,-2.41,-9,-1.91,-9.68,-5.7,-5.88,-5.9,-5.8,-3,-5,-11.7,0.8,-6.43,-8.3,-9,-3,-10,1,-4.3,-4.09,-7.84,-5.7,,-3,-3.13,0.09,-8.28,-7.6,-1.6,-2.63,-3.5,-5.45,-6.98,2.9894103279,10,30,17
Philadelphia,Dallas,4.5,-2.77,-4.63,-7,-1.65,-3.15,0.02,-3,-1.57,,-4,-4.98,-9.96,,-2.42,-4.82,-0.57,-4,-1.02,-3.8,0.95,-4,3,-2.8,-0.6,-4.29,-1.71,-1.8,3.5,-3.5,,-6.63,-3.06,-3.3,-5.77,1,-4.8,-4.89,0.29,-2.2,-6.96,-3.17,-1.1,-3,-2.4,-5.8,1,-2,-6.3,-0.4,4.3,-2.7,-0.5,-4,-7,-0.5,-9.5,1.45,-6.57,-5.85,,-5.5,0.11,-3.71,3.25,-2.53,-0.39,4.9,-2.1,-2.19,-4.33,2.9054416488,13,27,17
Pittsburgh,Cleveland,5.5,18.34,22.49,20,18.29,17.15,4.01,18,19.07,,27,16.96,31.44,,16.07,18.24,11.52,19.19,16.76,7,7,20,7,19.71,9.3,18.95,17.97,17.4,6,12.5,,23.18,17.14,20.68,19.33,16.85,12.1,20.96,11.99,16.3,16.13,18.93,17.9,18,21.7,18,13,17,22.4,-1.1,6.91,18,19,16,27,7,14.3,14.35,18.51,17.8,,19,10.81,21.36,15.3,10.8,14.4,3.14,16.8,15.71,20.01,5.7702138888,24,27,17
San Diego,Kansas City,-5.5,-3.35,-2.36,-6,-5.61,-4.11,1.36,-4,2.75,,-15,-8.05,-9.94,,-1.11,-5.87,0.23,-4.62,-0.95,-3.18,0.09,-4,-5.5,-2.09,-6.8,-4.79,-2.37,-6.9,-5.5,-4.5,,-13.33,-2.86,-5.58,-5.15,-5.26,-8.1,-2.94,-4.5,-5.7,-5.33,-3.13,-1.8,-4.5,0.5,-4.9,-1,-5,-11.1,2.3,-3.07,-6.9,-1.5,-5,-7,4,-7.6,1.62,-6.53,-6.5,,-4,0.26,-1.95,-4.66,4.07,3.36,-7.51,-2.7,-3.55,-4.05,3.9066282149,37,27,17
San Francisco,Seattle,-11.5,-9.83,-6.92,-12,-10.38,-10.21,-0.82,-9,-16.04,,-9,-11.62,-21.21,,-8.63,-9.47,-4.62,-10.28,-10.73,-14.2,-1.73,-12,-11.5,-9.13,-8.1,-10.1,-9.64,-13,-9.5,-9,,-12.68,-9.86,-12.37,-11.8,-11.41,-6.7,-9.75,-10.1,-10.2,-8.26,-12.48,-10.1,-10.03,-13.8,-9.6,-8,-10,-9.8,-4.8,-11.21,-13.9,-8.5,-8,-17,-4,-10.5,-6.55,-11.47,-8.15,,-11,-4.51,-6.77,-9.49,-2.43,-10.03,-9.43,-11,-9.67,-11.37,3.6437788828,25,23,17
Tampa Bay,Carolina,4,3.04,1.21,4,-3.57,2.76,0.18,5,9.43,,-12,2.98,3.4,,3.76,3.54,3.44,2.37,6.16,5.6,5.85,4,4,5.58,4.7,2.71,3.28,0.8,5,3.5,,2.96,3.34,2.35,4.92,-1.8,2.9,5.22,5.2,0.9,5.83,3.79,2.3,3.2,2.4,6.3,1,1,6.4,1,4.05,0.8,5,5.5,5,-0.5,3,1.87,5.65,3.75,,2.5,3.2,3.98,2.06,0.93,4.94,3.83,1.2,1.91,2.77,2.9136434138,16,17,17
Tennessee,Houston,3,2.47,1.79,2,-2.16,2.04,1.8,3,10.36,,-12,0.66,0.41,,5.57,3.37,4.58,1.09,3.83,-2.2,7.99,0.01,3,3.95,3.5,1.2,3.44,0.3,3,3,,5.72,3.14,2.32,2.22,3.83,4,3.7,3.2,0.6,-0.38,3.39,2.7,2.32,-1,5.1,2,2,2.1,6.2,3.03,0.5,6,1.5,4,4,2.2,4.12,2.4,3.05,,0.5,3.25,4.37,1.08,8.33,2.79,4.23,2,2.21,-0.8,2.9334982199,17,24,17
Washington,N.Y. Giants,9,2.86,-0.12,1,1.14,3.21,2.11,3,1.79,,4,2.72,0.44,,2.97,2.57,2.94,2.34,4.83,5.21,2.98,5,7.5,3.77,6.4,2.27,3.26,5.1,7,5,,3.26,3.34,3.43,2.33,4.85,4.7,0.29,5.6,5.2,-1.16,3.39,3.5,3.26,6,5.8,3,5,4.9,8.8,3.66,4.9,4.5,1.5,2,7,-7.3,3.77,1.95,0.35,,3.5,3.08,-0.64,2.35,10.17,2.46,4.26,3.6,3.8,2.36,2.4620060672,19,10,17
Green Bay,N.Y. Giants,5,3.17,3.53,2,6.04,4.27,1.09,5,3.25,,18,1.63,1.66,,3.36,2.92,3.09,2.96,4.26,4.97,5.79,5,5,3.91,3.8,2.86,3.36,5.6,4.5,4,,3.22,3,3.54,3.97,5.53,3.1,2.06,4.39,6.1,0.62,3.34,5.4,3.85,1.2,4.7,5,7,4.7,-1.3,4.17,5,4,4.5,4,8,,7.26,2.73,1.95,,5,3.85,4.48,3.07,9.63,2.85,0.66,4.8,5.13,3.48,2.5555193048,13,38,18
Houston,Oakland,4,-3.06,-1.45,-3,-0.52,-0.57,1.87,0.01,-5.18,,10,-2.24,-3.51,,-1.42,-1.79,0.23,-2.82,-2.06,-3.6,-1.49,-1,3,-2.27,2.5,-2.74,-3.38,2.7,3.5,3,,-1.92,-2.6,-3.37,-1.72,-2.18,1.4,-0.62,1.79,3,-1.56,-3.12,-1.5,-1.04,-4.6,-0.7,-1,1,-0.5,5,2.75,1.8,-5,2.5,-5,1.5,,0.3,-3.87,0.25,,3.5,-1.49,-1.04,-4.16,-6.56,2.99,3.02,-0.6,0.43,0.58,2.9300607793,14,27,18
Pittsburgh,Miami,11,9.07,12.32,8,8.54,8.35,3.07,7,9.1,,10,4.91,10.97,,7.49,5.75,5.84,8.64,7.86,6,7.31,8,10.5,9.47,9.1,8.41,9.57,9.9,10,10,,7.81,8,7.76,7.31,6.31,8.2,2.98,9.19,9.8,3.68,9.81,8.6,8.47,16.6,10.7,9,8,7,8.6,7.55,10,9.5,7.5,11,5,,9.42,9.37,7.3,,10.5,8.47,3.44,12.21,4.25,6.3,7.47,8.5,8.16,10.49,2.3428310094,12,30,18
Seattle,Detroit,8.5,5.77,10.55,5,11.32,6.85,6.93,5,10.64,,11,7.25,10.63,,7.16,3.61,5.45,5.53,5.34,8.31,9.36,8,8.5,6.1,5.5,5.36,6.06,8.6,8,4,,9.05,5.5,6.45,4.35,5.37,2.9,3.22,5.89,6.9,0.97,5.99,8.5,6.52,8.8,7.2,8,9,4.7,5.7,6.97,9.3,6.5,5.5,7,4.5,,10.89,6.52,5.45,,8.5,7.23,1.74,6.55,3.98,4.66,5.59,8.1,8.21,7.14,2.1736750698,6,26,18
Atlanta,Seattle,5,7.22,7.91,5,2.05,6.09,5.96,7,5,,2,4.69,3.27,,4.59,7.85,4.34,7.11,9.54,12.17,11.4,8,5,8.5,6,7.01,7.38,6.5,5,3.5,,9.03,8.35,6.71,5.85,5.74,7.6,3.51,3.49,9,4.13,8.09,4.7,6.28,8.4,8.8,3,5,12.7,,4.86,6.1,,5,7,5.5,1.3,8,7.17,6.9,,4.5,3.94,4.81,6.88,12.15,6.46,7.16,2.4,5.25,3.89,2.4471700064,20,36,19
Dallas,Green Bay,5.5,5.67,4.48,7,3.09,4.4,5.69,1,6.93,,3,3.33,11.14,,5.74,0.01,5.06,6.3,5.86,7.13,7.2,2,5.5,6.54,3.8,6.37,5.23,2.7,4.5,4,,0.23,5.45,4.65,5.26,4.43,3.1,7.03,4.98,2.5,6.66,4.38,3.4,4.58,5.9,5.9,3,1,-5,,3.78,3.2,,4.5,7,3,1,5.2,6.71,5.6,,4,3.51,5.46,3.86,0.67,5.68,5.24,2.5,3.47,2.69,2.5689894935,34,31,19
Kansas City,Pittsburgh,2,3.7,1.44,4,3.37,3.32,0.68,3,1.47,,4,2.07,3.57,,3.21,4.12,3.15,4.08,5.72,7,8.03,3,2,4.43,1.8,4.15,3.43,2.9,1.5,-1,,3.12,3.25,3.72,5.26,4.94,1.5,4.09,2.19,3.1,3.64,3.18,3.5,3.4,1.2,5.6,3,4,7,,3.64,3,,2.5,4,1.5,-1.2,4.67,3.94,3.95,,2,1.73,3.17,4.98,1.67,3.86,1.85,2.3,4.23,1.83,1.4608118644,18,16,19
New England,Houston,15,13.1,11.35,10,14.54,13.03,7.21,13,13.86,,14,15.81,18.84,,14.19,11.7,10.04,12.5,12.38,11,9.85,17,15,12.87,14.7,12.19,13.78,17.8,15,14.5,,19.08,13.75,13.44,10.4,9.79,13.4,7.09,9.79,15.5,6.56,13.34,13.8,13.1,12.8,12.9,13,15,17.6,,13,19.5,,10.5,16,4,3.7,15.98,13.1,13.4,,14,11.61,7.53,10.78,11.56,9.33,14.81,11.2,13.97,15.55,3.3131153233,16,34,19
Atlanta,Green Bay,5.5,6.19,4.35,5,4.99,5.76,7.38,3,10.14,,7,7.58,8.7,,5.58,3.11,5.15,6.13,6.69,11,5.4,8,5.5,6.79,3.1,5.98,6.34,7.4,4.5,5,,6.6,7.12,5.18,4.45,5.54,1.6,3.92,5.2,8.2,0.42,4.52,5.5,5.58,6.9,3.3,5,5,4.7,6,5.39,7.7,8,3.5,7,5,4.9,5.81,6.35,6.25,,4.5,4.58,2.74,4.44,7.88,5.69,5.28,2.7,5.8,,1.8513335558,21,44,20
New England,Pittsburgh,5.5,6.58,8.1,7,7.64,6.93,4.16,7,4.15,,4,9.04,8.88,,8.56,6.68,7.02,6.47,8.66,7.33,6.23,11,5.5,6.99,5.2,6.37,6.69,9.4,5.5,5.5,,8.79,6.02,6.25,7.45,7.2,4.8,5.45,5.3,8.4,5.26,4.66,7.6,7,4.8,7.6,7,9,11.4,1.8,7.41,9.6,7,5,9,2.5,2.8,8.97,7.48,8.8,,7.5,6.14,4.96,5.56,5.66,8.3,6.04,5.4,8.94,,1.9843495417,17,36,20
Atlanta,New England,-3,-1.07,-3.46,-6,-5.52,-1.83,0.86,-2,-0.4,,-6,-2.08,-3.51,,-3.72,-1.11,-3.46,-1.19,0.78,1.62,-0.45,-1,-3,-0.97,-2.4,-1.27,-0.9,-2.4,-3,-3,,-3.02,-0.2,-1.05,-1.58,-0.94,-1.7,-2.7,-2.4,-0.6,-1,-0.18,-2.8,-2,0.1,-4.7,-4,-2,1.5,,-3.38,-3.2,-0.5,-2.5,,5,-1.6,-1.85,-2.39,-5.6,,-2.5,-2.32,-2.94,1.38,-3.06,0,,-2.9,,-5.17,2.0530566379,34,28,22
