Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linewunder,linepig,linens,linecpa,lineexcel,linemore,linedunk,linecpar,linepyth,lineelo,lineeff,linetrexler,linel2,lineschmidt,linel1,linel2h,linefox,lineca,linebihl,linegrid,linesage,linesagp,linejfm,lineimes,lineopen,linegrinder,lineself,linejohns,linemass,linecoff,lineesp,linereister,linetsr,linelog,linestrength,linebenson,linemed,linekerns,linejens,lineash,linehollo,lineburd,linemrr,linedok,linepugh,linest,linecovers,lineatom,linewhatif,linedwig,lineppros,linegametime,linepickle,linecrunch,linensr,linelinx,linecombo,linegirl,linelaff,linepasteur,linearmstrong,linecover81,linerwp,linebmc,linepi1,linepi2,linepi3,linebaldwin,linestd,week,hscore,rscore,year
San Francisco,Pittsburgh,3,1.24,6.23,1,5.24,1.46,-9,2,0.5,2.24,3,2.46,-0.85,2.17,5.27,-0.53,4.32,1,4.42,1.91,3.17,14.35,-1,3,4.12,4.03,0.21,2.59,2.93,2.4,1,,,,0.95,1.41,0.1,-3,,0.7,1.87,,1.57,-0.6,-3.8,-3,4.29,-0.5,6.48,1.53,3.8,3,1.9,,-1,,,3,-3,0.2,1.61,-1.11,1.19,0.98,2.7,-1.99,1.03,8,-1.68,-0.51,0.6,1.9,2.8,,2.8297933485,15,20,3,2011
St. Louis,Cincinnati,-7,-9.46,-6.72,-10,-8.21,-7.81,-7,-3,-5.4,-5.08,-3,-10.78,-3.5,-5.83,-8.52,-7.77,-5.19,-7,-6.91,-6.56,-7.91,-9.86,-8,-7,-8.68,-5.64,-8.07,-11.92,-4.7,-5.1,-3.5,,,,-11.92,-9.31,-6.4,-5,,-4.27,-10.09,,-7.18,-13.4,-12.2,-4,-10.73,-7.3,-5.17,-7.74,-10.74,-6.5,-3.5,,-4,,,-5,-14.4,,-4.02,-6.67,-4.02,-2.84,-12.3,-11.91,-3.26,-10.4,-22.59,-8.41,-5.3,-11.7,-11.7,,3.6403467459,15,13,20,2011
Tampa Bay,Dallas,-7,-3.77,-3.3,-5,-4.85,-5.22,-6,-4,-0.2,-6.92,4,-7.72,-9.08,-3.18,-6.66,-5.52,-3.66,-6,-5.49,-1.01,-1.33,-3.75,-9,-7,-5.35,-5.05,-1.12,-6.87,-4.33,-0.4,-6,,,,-4.17,-2.15,-8.5,-8,,-0.62,-0.25,,-5.1,-7.8,-6.8,-3,-8.29,-11.8,-2.18,-6.09,-7.85,-6.5,-4,,-7,,,-5,,-5.5,-5.1,-2.57,-0.91,-1.02,-7.5,-5.35,-1.95,-4,-11.06,-3.95,-7,-4.4,-4.4,,2.868953505,15,15,31,2011
Baltimore,Cleveland,11,14.58,11.97,12,16.53,13.06,12,11,11.3,9.96,25,11.78,14.96,9.44,14.71,8.68,9.36,11,15.05,12.48,13.32,7,12,11,,10.42,14.35,15,14.82,12.2,14.5,,,,17,14.35,6.4,10,,11.64,,,13.32,15,13.9,11,16.57,6.5,15.58,12.9,15.15,14,12.5,,12,13.5,,12,14.6,13.4,10.37,16.12,12.15,13.01,14,4.68,14.05,14.3,19.71,11.29,14.8,15.4,16.7,,3.2860670735,16,20,14,2011
Buffalo,Denver,-3,-1.98,-0.35,-2,2.1,-1.05,-2,-2,-8.6,-5.71,-3,-0.77,-4.08,-6.77,2.73,-3.18,2.77,-1,0.55,0.52,3,-0.2,0.01,-3,,3.09,-4.3,1.18,-3.42,2,-2,,,,-3,-3.22,-4.6,-3,,-3.5,,,-1,1.5,-3.4,2,1.8,-3.3,3.22,1.67,1.67,2.5,-5,,-2,-2.1,,-1.5,-0.5,-0.1,0.1,-5.37,-5.98,-3.37,2.2,3.2,0.79,0.01,-6.54,-1.93,-1.4,-1,-1,,2.8789410454,16,40,14,2011
Carolina,Tampa Bay,7.5,5.09,4.07,7,2.83,7.98,9,10,2.3,7.13,1,9.83,19.83,4.7,9.45,13,7.77,6,8.91,7.69,6.35,-1.09,13,7.5,,2.57,3.17,8.1,4.24,5,5,,,,7,6.42,14.2,7,,2.7,,,7.13,9.4,10.1,4,10.06,23.5,4.62,6.9,9.36,8.5,6,,4,12.2,,9,10,6.5,8.36,2.14,2.89,3.49,12.5,6.98,3.59,5.6,7.67,9.12,8.2,6.7,6,,3.9758055377,16,48,16,2011
Cincinnati,Arizona,4.5,5.12,5.37,5,6.59,4.42,3,2,3.4,2.14,17,1.83,1.5,3.83,6.34,3.48,4.93,4,5.75,5.69,7,0.4,7,4.5,,4.62,4.84,5.55,3.8,3.8,4,,,,6,5.71,0.04,6,,4.43,,,4.84,6.3,5.7,4,6.58,3.1,6.76,5.09,5.38,5.5,5,,1,4.5,,4.5,7,1.8,4.75,0.6,3.23,3.06,7.7,4.93,5.99,5.7,5.41,3.31,1.9,1.4,0.3,,2.5583442827,16,23,16,2011
Dallas,Philadelphia,1,3.71,5,5,-1.01,2.22,1,1,5.7,5.37,3,0.68,-2.97,0.51,4.18,-0.86,3.76,2,1.09,3.03,-1,3.2,0.01,1,,2.22,4.75,2.21,3.19,3.3,3.5,,,,3,4.16,-1.7,-3,,3.26,,,2.9,0.01,2.2,1,3.49,-7,5.4,2.06,3.09,5.5,5,,1,3.7,,3,7,1.7,1.84,2.62,5.1,4.51,4,2.9,6.46,5.6,2.86,1.41,2.8,2.9,0.8,,2.6621031411,16,7,20,2011
Detroit,San Diego,2,4.93,4.15,6,4.42,2.25,0,0.01,-0.3,0.09,1,-1.5,-7.15,3.32,3.69,-1.68,3.52,3,2.39,3.09,6.44,3.44,-1,2,,1.62,6.13,3.24,2.91,2.9,2.5,,,,3,4.45,-3.2,-3,,4.71,,,3,2.8,0.4,3,5.33,-9.9,6.91,1.1,4.43,6,5,,1,2.1,,1.5,3.1,3.6,0.3,6.3,3.15,6.61,4.5,3.63,7.91,3.5,2.38,-0.32,0.8,2.3,3.4,,3.3217878562,16,38,10,2011
Green Bay,Chicago,11.5,12.48,14.03,15,13.34,12.43,10,13,16.1,13.03,5,12.17,15.2,13.12,9.46,12.68,7.99,12,9.74,11.07,13.22,7,13,11.5,,11.38,14.74,10.97,11.43,11.5,13,,,,13,13.22,11.4,7,,9.86,,,13,9.1,12,8,12.11,15.8,7.79,15.09,11.47,13,13.5,,10,13.8,,15.5,11.3,9.1,15.26,15.02,13.29,10.49,10.9,8.23,15.95,16.5,14.56,8.73,21.9,20.1,15.6,,3.205618857,16,35,21,2011
Indianapolis,Houston,-7,-16.13,-15.92,-16,-13.79,-11.64,-9,-7,-18.7,-9.7,-3,-11.11,-17.76,-7.98,-12.77,-8.41,-7.34,-10,-14.13,-8.64,-17.32,-7,-10,-7.5,,-7.94,-16.86,-16.02,-12.49,-7.6,-7.5,,,,-14,-13.14,-4.3,-5,,-12.95,,,-11.11,-17,-10.9,-9,-16.97,-3,-11.87,-4.98,-15.85,-15,-6,,-10,-14,,-7.5,-14.5,-7.7,-6.47,-21.31,-16.17,-7.44,-13.5,-8.6,-6.08,-5.8,-26.31,-7.76,-5.7,-9.8,-9.8,,4.9428789851,16,19,16,2011
Kansas City,Oakland,2.5,-0.26,-1.33,-1,-3.35,0.46,0,3,-2.6,0.15,-3,2.05,7.53,0.09,-1.8,3.04,-0.45,-1,0.23,1.78,-2.54,-8.73,2,2,,-1.52,-0.11,-1.48,-0.37,2.4,-2.5,,,,3,0.47,3.3,3,,0.63,,,0.09,-1.1,2.7,1,-1.69,7.7,-1.01,3.12,-1.61,-2,4,,-1,2.1,,2.5,-3.3,-0.5,0.75,0.99,-1.1,0.41,-1.6,-2.77,-4.04,1.7,-3.54,2.26,0.7,0.01,1,,2.460908257,16,13,16,2011
N.Y. Jets,N.Y. Giants,3,4.91,1.83,3,4.66,4.68,3,7,6,5.42,-4,7.44,0.88,3.47,6.62,5.93,5.45,2,6.24,5.76,4,3.98,9,3.5,,4.15,3.74,6.64,6.27,2.7,2,,,,5,5.65,1.9,-3,,3.62,,,5.25,5.7,4.5,2,6.31,9,6.25,4.25,5.81,4.5,4,,4,7.8,,6.5,9.5,-1.5,6.02,5.81,5.7,5.4,9.2,5.25,3.3,4.5,5.3,5,2.2,2.8,0.01,,2.6538826184,16,14,29,2011
New England,Miami,7.5,11.54,6.27,13,11.27,10.29,7,12,11.9,9.34,2,10.71,12.75,7.1,8.38,10.55,6.79,10,10.48,11.43,11.65,7.55,13,8,,11.43,13.18,9.49,8.71,10,10,,,,10,11.24,9.4,7,,9.65,,,10.1,9,12.7,7,11.49,14.1,7.26,11.77,10.63,8,10.5,,8,12,,13.5,15.6,7.1,9.39,11.78,10.64,9.39,10.3,9.99,10.91,11.5,15.58,9.33,8.4,10.1,8,,2.6289540496,16,27,24,2011
New Orleans,Atlanta,7,5.91,6.55,7,8.22,6.14,6,6,8.2,4.15,1,4.92,5.73,5.4,6.26,4.95,5.94,6,5.66,5.44,9,16.22,6,7,,5.33,5.94,5.86,5.97,6.4,7,,,,5,6.64,4.6,6,,5.19,,,6,6.1,4.8,6,7.37,4.6,6.9,4.57,6.55,9,6,,2,7,,7.5,,6.5,6.91,6.06,6.85,5.51,5.4,7.86,9.38,8.1,5.17,3.14,8.6,8.4,2.7,,1.6202269984,16,45,16,2011
Pittsburgh,St. Louis,10,18.23,17.89,15,21.81,16.99,17,16,23.4,14.89,3,16.66,17.86,13.56,18.15,15.28,11.84,15,16.4,15.35,16,7,20,11.5,,12.56,17.96,19.08,18.19,13.4,14.5,,,,21,19.53,13.8,11,,12.36,,,16.88,19.4,15.8,13,20.13,18.6,15.51,16.88,18.3,19,14.5,,10,19.2,,17,15.2,14.3,17.59,20.4,20.17,14.35,14.5,12.13,16.55,12.9,25.85,13.38,20.7,22.7,21.5,,3.8775875189,16,27,0,2011
Seattle,San Francisco,-1,-6.26,0.13,-6,-3.14,-3.06,-2,0.01,-1.2,-4.18,8,-3.66,3.83,-3.43,-5.13,-1.04,-2.11,-3,-2.59,-2.25,-5,-1.37,-2,-1.5,,-3.9,-5.62,-7.47,0.04,-3.3,-3,,,,-4,-3.62,-0.3,3,,-2.97,,,-3,-5.1,-3,-1,-6.22,2.1,-7.67,-1.11,-5.96,-3,-3,,-9,-2.9,,-3,-4.5,-1.8,-2.5,-0.5,-0.8,-0.4,-4.4,-3.34,-2.82,2.6,-11.94,-1.68,-4,-2.9,-2.9,,3.2274610048,16,17,19,2011
Tennessee,Jacksonville,8,6.36,4.17,6,6.68,6.43,6,6,12.6,7.31,4,6.24,12.21,5.96,8.97,4.34,6.07,7,6.08,6.08,5,7.51,4,8,,7.76,6.4,6.31,7.08,5.8,7.5,,,,7,6.53,3.2,3,,4.79,,,6.24,2,6,5,6.59,4.6,8.21,6.05,6.3,6,6,,3,5.5,,7,9.5,10.2,6.87,8.43,9.69,6.78,5.8,4.83,11.02,10.2,9.03,3.96,3.3,5.4,6.9,,2.2100014987,16,23,17,2011
Washington,Minnesota,6.5,5.62,8.4,6,3.7,5.45,5,7,2.5,6.11,5,7.43,3.07,5.38,5.43,6.49,4.5,5,6.7,5.03,4,9.25,7,6.5,,2.94,6.15,5.06,3.88,4.6,3,,,,6,3.69,6.3,3,,4.86,,,5.6,5.1,6.4,3,6.75,12.4,2.44,6.98,6.56,5.5,6,,1,8,,6,7.6,3.5,5.6,3.86,2.59,2.69,5.8,6.12,2.86,3.3,7.22,4.63,3.9,5,6.3,,2.0305141142,16,26,33,2011
Arizona,Seattle,2.5,1.18,1.82,0.25,1.49,0.44,1,0.01,0.5,1.73,7,-1.27,0.1,3.33,0.14,-1.98,1.35,1,-2.01,0.7,-2,-0.98,-2,2.5,,2.78,1.66,-0.21,2.57,1.5,3,,,,-1,1.09,-3,7,,1.59,4.86,,0.25,-2,-2.2,2,-0.87,-7,2.09,0.87,-1.19,-2,1,,3,,,0.01,-0.9,5.1,0.77,4.08,1.86,3.23,-1.5,-0.45,1.88,-0.9,-3.73,-2.23,-0.3,-0.1,-0.1,,2.4615120939,17,23,20,2012
Atlanta,Tampa Bay,9.5,11.93,13.93,13,14.51,13.75,12,16,12.4,16.79,4,17.08,23.08,14.57,13.22,16,10.13,10,15.2,12.3,14.84,16.54,19,10.5,,5.86,11.44,13.87,14.29,8.3,14,,,,17,13.32,17.2,4,,8.76,1.36,,14,16.2,15,8,16.84,24.7,8.07,13.37,15.51,17,11.5,,5,,,15.5,14,11,15.04,18.48,11.13,9.85,14.5,11.95,10.58,11.1,16.69,13.21,18.6,18.2,17.9,,4.4511470163,17,45,24,2012
Cincinnati,Baltimore,-2.5,-1.5,-0.29,-3,-4.5,-1.58,-2,0.01,-2,-0.07,7,-1.19,-5.16,-0.06,-1.31,0.39,0.41,-2,-1.61,0.43,-1,-1.46,-1,-2.5,,-3.04,-1.09,-2.65,-2.21,-1.3,-3,,,,0.01,-1.32,2.3,3,,-0.07,-9.62,,-1.2,-4.3,-1.2,-3,-2.69,0.4,-4.37,-0.46,-2.74,-2,0.01,,-5,,,-1,1,-0.2,1.05,-1.07,-1.7,-1.4,-2.8,-0.37,-2.28,0.01,-5.89,-0.84,-4,-0.5,-0.5,,2.3414653332,17,16,24,2012
Cleveland,Pittsburgh,-7,-10.87,-6.81,-8,-7.11,-7.8,-9,-7,-9.1,-7.74,-3,-8.09,-4.32,-7.61,-9.07,-5.19,-2.96,-8,-7.07,-6.57,-4.78,-4.89,-9,-7,,-5.09,-11.36,-9.63,-8.54,-5,-7,,,,-10,-8.35,-5.2,-6,,-8.18,-5.66,,-7.61,-7.9,-10.7,-8,-9.23,-4.3,-6.55,-6.43,-8.92,-8,-6.6,,-6,,,-7.5,-10,-5.8,-6.97,-14.14,-7.71,-6.31,-7,-9,-7.22,-5,-19.64,-7.41,-10.9,-9.1,-9.1,,2.7719901301,17,9,13,2012
Denver,Kansas City,2,6.04,-0.5,6,2.06,4.34,5,2,5.5,3.33,-7,1.72,7.22,3.48,7.01,1.02,5.96,3,6.3,4.88,7,-1.5,0.01,2.5,,3.81,6.27,6.65,4.84,2.4,3,,,,3,4.47,4.2,5,,5.57,8.25,,4.8,3.5,3.1,3,7.12,-5,7.46,4.3,5.96,7,3.5,,-3,,,5,4.9,-0.1,4.05,2.23,6.71,7.93,5.7,1.82,9.98,0.9,4.92,2.26,-0.2,4.8,4.8,,3.1765885638,17,3,7,2012
Green Bay,Detroit,-6.5,9.13,9.29,12,12.59,6.91,4,8,15.9,-1.82,3,8.79,-4.45,-1.72,6.7,7.77,6.49,1,7.95,9.18,8.84,14.07,6,-5,,7.78,11.21,6.98,10.67,10.9,-2.5,,,,9,10.42,2.3,4,,7.26,5.19,,8,2.5,9.6,4,8.1,1.9,6.78,6.95,7.84,8,7.5,,4,,,9,10.1,-6.5,8.95,8.55,12.1,8.3,9.4,1.9,12.24,0.01,10.42,6.75,11.3,10.7,9.9,,4.3613811827,17,45,41,2012
Houston,Tennessee,-1.5,6.72,6.31,7,6.89,5.69,5,7,9.4,6.12,3,5.07,-4.37,5.33,8.48,5.46,6.07,-1,9.49,6.3,10.85,2.34,11,0,,3.6,6.19,8.5,9.2,6,-3,,,,7,6.91,1.5,-3,,7.09,4.86,,6.3,9.4,6.1,7,9.77,6.8,10.09,3.77,8.79,9.5,8,,5,,,3.5,-7,4.3,6.16,11.43,8,6.6,7.8,6.15,4.99,-1.5,6.24,4.55,1.8,3.3,4.9,,3.5328395174,17,22,23,2012
Jacksonville,Indianapolis,3,7.55,8.27,6,5.88,5.48,3,3,9.4,3.38,3,2.98,8.1,3.58,6.15,3.49,5.49,3,7.04,6.01,11.32,9.12,5,3.5,,3.45,7.44,7.85,6.48,5.5,4.5,,,,7,6.69,-1.8,4,,8.7,2.73,,5.57,10.1,4.6,4,9.03,0.01,5.57,5.73,7.67,8.5,3.5,,2,,,5.5,3,-0.5,4.15,5.63,6.92,4.45,5.2,4.55,5.11,1.2,8.27,2.8,7.4,7.2,2.3,,2.5445359458,17,19,13,2012
Miami,N.Y. Jets,2.5,-1.36,0.09,-1,0.97,2.19,5,5,2.6,7.83,11,1.59,-1.86,3.97,3.01,6.02,3.19,-1,3.38,2.9,5,6.15,5,2.5,,-2.11,-2.6,1.56,1.96,3.1,1.5,,,,3,1.02,6.5,-4,,-0.93,-5.17,,2.88,3.1,2.4,0.01,2.9,11.4,2.64,3.65,2.31,6,0.01,,-4,,,2.5,5,6.3,3.27,0.35,1.52,0.44,2,1.68,2.88,-1.9,-4.94,2.98,4.6,4.3,5.8,,3.3399912332,17,19,17,2012
Minnesota,Chicago,2.5,-4.66,1.19,-5,-4.01,-1.73,-1,1,-1.6,5.45,11,-1.76,-3.3,5.34,-2.35,0.91,-0.62,-2,-3.86,-1.34,-2,-3.01,-2,1.5,,-0.42,-5.11,-3.53,-2.99,-1.9,-1,,,,-3,-2.65,2.9,-4,,-3.16,-2.8,,-2.28,-4.8,-2.6,1,-6.75,4.3,-2.89,0.86,-5.22,-4,0.01,,-2,,,1.5,-3.2,6.7,0.18,-8.33,-2.28,-2.97,-3.3,-0.94,-2.5,0.6,-11.18,-0.89,3.9,2.3,-1.7,,3.6971119646,17,13,17,2012
N.Y. Giants,Dallas,3,3.24,-0.19,2,1.75,1.9,2,4,1.9,4.19,-4,2.04,-2.27,5.14,-0.24,3.7,1.02,1,1.51,3.06,5,-4.72,1,3,,-0.48,4.12,0.68,1.61,2.7,3,,,,3,2.61,3.5,6,,3.21,1.35,,1.98,0.4,3.1,2,1.12,4.9,0.35,2.2,0.2,1,3.4,,-2,,,2,-1.5,5.9,1.97,0.38,1.51,1.12,0.8,0.26,3.12,1.3,-0.91,2.17,2.4,1.8,2,,1.9024028456,17,31,14,2012
New England,Buffalo,10.5,12.52,8.5,16,17.13,12.64,12,14,24.4,15.14,2,12.24,15.95,13.25,11,12.94,9.06,10,13.96,12.02,7,15.71,17,10.5,,9.32,12.74,11.94,17.07,10.3,11.5,,,,12,13.8,13.8,7,,9.65,10.12,,12.52,11.7,15.1,10,14.21,14.8,9.91,14.69,13.28,12,11,,8,,,16,7.5,11,13.39,21.38,19.31,14.23,15,6.73,16.24,10.1,15.57,11.65,16.2,15.8,9.1,,3.7044419133,17,49,21,2012
New Orleans,Carolina,7,13.31,9.07,17,14.77,11.71,9,10,16.4,11.82,4,12.17,5.88,12.69,10.16,9.91,8.9,9,12.24,10.43,15.17,16.26,14,8,,7.9,13.99,11.62,13.68,10.6,7,,,,10,12.99,10.8,6,,10.82,18.75,,11.62,11.5,11.9,10,14.02,14.8,10.35,10.94,12.62,14,13,,6,,,14,14.1,5.8,13.36,15.04,13.82,11.24,12.7,8.27,10.46,10.7,14.22,8.85,17.3,17,11.6,,3.0701265687,17,45,17,2012
Oakland,San Diego,3,2.46,-0.35,1,-2.72,-0.26,-1,0.01,-2.5,3.62,2,-2.53,-4.6,7.46,-0.95,-0.06,0.35,2,-2.02,1.33,8,-1.42,-3,2,,-1.66,4.01,-2.18,0.14,0.8,1.5,,,,-1,0.86,3.3,4,,3.36,4.46,,-0.95,-6.6,-1.2,-3,-2.23,-3.1,1.46,-0.2,-2.5,-0.5,4,,2,,,-2,-3,1.6,-2.06,-0.03,0.16,2.82,-1.8,-4.25,-1.28,-1.8,-1.94,-1.07,-3.1,-1.2,-1.2,,2.5750278408,17,26,38,2012
Philadelphia,Washington,7,7.64,5.31,8,7.74,8.72,10,12,6.4,8.04,-1,10.33,3.99,7.66,8.61,10.81,6.31,6,11.68,8.46,13,10.45,15,7,,6.45,6.87,10.33,9.35,7,6.5,,,,8,8.12,11.3,7,,7.05,1.76,,8.12,12,10.1,7,10.26,19,5.69,11.3,9.38,10,6,,7,,,11,2.4,11.2,12.7,10.53,5.55,4.7,9.7,7.13,7.86,3.9,9.19,8.43,12.3,11.6,12.6,,3.2319526246,17,34,10,2012
St. Louis,San Francisco,-12.5,-16.34,-8.6,-14,-11.62,-13.37,-11,-11,-13.1,-8.68,4,-19.02,-18.67,-5.19,-16.85,-13.91,-8.82,-11,-15.39,-10.86,-15,-12.1,-15,-12.5,,-4.99,-15.66,-18.82,-10.7,-10.3,-9,,,,-18,-14.17,-13.8,-4,,-9.48,-11.27,,-13.6,-13.8,-13.6,-5,-18.15,-21,-12.99,-10.31,-17.73,-14,-9.5,,-14,,,-14,-18.5,-6.1,-13.1,-22.64,-12.45,-7,-13.9,-12.51,-10.55,-8.4,-28.28,-11.73,-13.6,-15.4,-15.4,,5.1840379479,17,27,34,2012
Denver,Pittsburgh,-8.5,-5.12,-6.77,-6,-7.32,-6.52,-8,-6,-6.5,-10.03,-13,-7.27,-11.55,-3.56,-7.82,-7.24,-2.87,-10,-6.49,-3.53,-0.5,-3.47,-11,-8.5,-5.65,-7.97,-3.49,-8.03,-3.98,4.3,-9,,,,-7,-4.53,-8.1,-14,,-2.55,-3.79,,-7,-6.3,-8.6,-12,,-13.9,-3.54,-5.29,-8.13,-8,-2.1,,-7,-8.2,,-7,2,-8.7,-8.18,-3.77,-4.55,-2.6,-5.2,-7.68,-0.72,-2.5,-11.97,-5.71,-11.2,-3.8,-3.8,,3.5472112671,18,29,23,
Houston,Cincinnati,4,4.35,2.96,5,6.68,4.67,5,5,7,4.58,1,2.85,1.44,4.92,7.55,2.17,5.66,2,6.5,4.23,9.5,0.43,8,4,6.46,8.1,2.93,6.85,6.93,-5.4,3,,,,4,6.04,4.1,2,,1.61,9.91,,4.58,6.7,3.7,9,,3.7,9.91,5.51,6.6,9,4,,3,6.9,,2.5,4.9,5.3,3.05,-0.42,5.03,3.07,6.8,1.51,3.41,2.5,3.29,1.83,2.3,3.1,0.3,,2.7026225223,18,31,10,
N.Y. Giants,Atlanta,3,1.06,-0.21,1,-1.7,1,1,1,0.2,-1.12,11,0.17,-0.73,2.87,0.07,0.6,1.26,1,1.22,1.55,-1.62,-2.63,2,2.5,1.6,-0.53,1.25,0.78,-0.57,-2.2,3,,,,2,-1.03,1.7,-3,,1.16,4.46,,1,1.3,0.7,2,,4,0.46,1.25,0.54,1.5,2.4,,-1,0.4,,1,5,7,1.42,0.35,1.66,3.13,0.9,0.79,4.45,0.5,-3.02,1.15,0.8,0.9,-1.5,,2.2121514608,18,24,2,
New Orleans,Detroit,10.5,5.76,9.14,9,10.61,8.44,9,8,14,12.46,-6,11.38,15.54,14.05,7.42,8.18,7.09,8,9.22,6.94,10.77,7,10,10.5,7.96,10.5,5.35,6.5,9.76,-7.9,11,,,,7,8.87,9,7,,4.65,4.37,,8,3.9,9.5,8,,16.4,4.42,9.69,7.54,8,6,,4,12.4,,12,9.8,3.6,10.74,8.88,10.22,6.44,8.3,3.92,7.01,9,7.38,7.27,13.9,13.6,7.9,,4.051676883,18,45,28,
Baltimore,Houston,7.5,4.59,2.02,5,5.6,4.97,4,5,3.3,8.39,3,3.33,3.02,9.64,2.89,6.44,2.79,7,4.31,4.72,1.31,3.78,3,7,,3.18,6.13,3.19,5.91,-4.8,7.5,,,,6,4.77,4.7,8,,6.15,6.04,,4.9,2.5,6.2,3,,4.8,3.46,10.51,3.07,2.5,5,,3,5,,7,10,3.5,7.5,10.6,5.66,7.65,2.8,1.96,7.87,10.4,3.01,3.19,8.6,8.7,7.7,,2.7168992158,19,20,13,
Green Bay,N.Y. Giants,7.5,9.74,9.16,16,10.31,9,7,9,10.2,12.91,3,7.27,3.67,10.09,10.11,7.78,8.38,9,8.69,9.61,9,7.38,9,7.5,,15.8,13.93,8.18,8.68,-11.1,8.5,,,,7,13.3,4.4,12,,9.33,11.99,,9.6,7.1,9.7,4,,2,11.8,13.12,10.78,10.5,9.6,,6,10.9,,10,13.7,1.2,8.37,12.14,8.99,7.77,11.5,6.73,10.29,9,12.56,4.17,9.8,10.7,10.1,,4.2728587573,19,20,37,
New England,Denver,13.5,12.16,8.94,14,16.63,13.93,12,15,18,18.74,6,14.18,16.55,16.89,14.12,14.74,10.33,13,16.72,11.5,11,11.12,19,13.5,,13.04,8.53,14.93,12.79,-11.8,13.5,,,,13,12.34,14.5,14,,6.12,20.81,,14.06,12.4,15.7,14,,22.7,10.13,18.12,16.44,16,9.5,,9,17.9,,16,17,10.6,15.66,15.22,13.97,10.71,15.6,14.98,11.85,13.9,14.52,10.57,17.5,17,12.2,,4.6628723145,19,45,10,
San Francisco,New Orleans,-3.5,1.87,4.95,2,4.2,-1.21,-5,-2,-7.4,2.73,4,-4.63,-8.91,2.86,3.39,-1.49,2.78,-4,0.84,1.24,-4,10.2,-7,-3,,-0.46,1.49,2.17,0.36,-0.7,-3.5,,,,3,-1,-0.9,-7,,2.14,-6.94,,-0.9,-3,-1.1,-7,,-11.4,6.6,0.51,-0.9,-1,1.5,,-1,-3.3,,-2.5,-7,-4.8,-4.05,-0.59,-4.21,-0.6,3.2,-0.94,2.67,-2,-1.94,0.57,-4.4,1.7,1.7,,3.8656490984,19,36,32,
