Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linewunder,linepig,linens,linecpa,lineexcel,linemore,linedunk,linecpar,linepyth,lineelo,lineeff,linetrexler,linel2,lineschmidt,linel1,linel2h,linefox,lineca,linebihl,linedoi,linesage,linesagp,lineps,lineopen,linepts,linejohns,linemass,linecoff,lineesp,linetalisman,linerx,linel2to,linelog,linemidweek,linemed,linekerns,linejens,lineash,linestjohn,lineburd,linemrr,linedok,linepugh,linest,linecovers,linelock,linesun2,linewhatif,lineround,linedwig,lineff,linegametime,linesmart,lineshark,linebemiss,linelinx,linecombo,linegirl,linelaff,linepasteur,linearmstrong,linesun1,linedonchess,linerwp,linepi1,linepi2,linepi3,linestd,rscore,hscore,week
Chicago,Green Bay,-3,4.73,0.04,4,1.52,2.94,,4,15,-0.39,14,4.36,-0.88,-0.72,2.6,5.58,2.68,,3.84,,3.71,2.77,4,-1.5,,1.84,3.98,4.55,3.5,-3,0.28,4.34,4,3.22,5.7,4,,-0.03,1.34,-3,3.04,2.8,6.4,1,3.04,5.8,2.43,-2.25,2.42,-0.5,8.3,7,3,-1,4,2.85,2,-1,,-0.7,-1.87,2.61,,,8.3,1.37,,3,6,2.26,3.7,4.1,3.9,3.352431347,33,28,17
Cincinnati,Baltimore,7,10.87,11.45,8,11.04,8.89,,10,6.5,7.63,-1,9.81,11.42,7.09,8.8,9.09,6.93,,9.66,,9.51,7,10,7,,7.61,10.1,11.88,8.5,4,9.2,5.84,10,8.96,8.4,8.11,,8.75,1.44,7,8.8,7.9,10.4,7,6.28,20,3.92,5.9,10.93,12,7.5,7,11,1,13,11.75,7.5,8,,7.6,11.12,2.14,,,12.7,6.55,,11,7,5.29,10.8,11.5,11.1,3.2202824205,17,34,17
Dallas,Philadelphia,-7,1.28,-0.5,1,3.22,-1.12,,0.01,-4,-7.73,-13,-2.81,-9.75,-9.34,0.92,-3.06,1.16,,0.84,,0.94,-0.12,-3,-6,,1.16,-0.34,2.06,3.3,-2.5,-2.27,3.74,2,0.49,-4.7,5.28,,1.43,0.34,-7,0.01,-2.5,1.4,0.01,-0.78,-11.3,3.47,-2.31,-0.51,0.01,0.5,-4,1,-7,1,0.7,-3.5,3,,-3,-6.74,4.36,,,4.7,2.7,,1,2,0.67,-1.1,-2.2,-2.2,4.0728481813,24,22,17
Indianapolis,Jacksonville,11,18.18,9.09,15,12.31,13.26,,14,11,11.92,10,14.35,4.43,11.17,12.77,13.46,10.4,,16.38,,16.61,6.95,14,11.5,,15.07,17.18,18.61,14.7,11.5,15.47,13.24,16,14.45,12.2,7.33,,13.42,8.5,11,13.46,16.4,14.5,11,13.65,18.3,13.88,12.85,16.58,16,10.5,18,11,4,21,17.55,11,13,,13.4,14.24,7.96,,,20.7,9.91,,11,8,12.47,14.1,14.7,14.4,3.4872310827,10,30,17
Miami,N.Y. Jets,7.5,10.64,5.91,7,7.3,8.12,,8,14,8.06,6,7.88,15.03,6.61,8.07,6.75,6.37,,9.49,,9.11,9.06,10,7.5,,8.03,9.8,12.41,6.6,6.5,8,10.24,11,7.26,7.4,11.18,,5.21,2.1,6,8,10,10.7,4,9.24,6.9,3.49,5.13,9.95,11,6.8,11,9,1,11,11.25,10,8,,6.5,6.53,4.66,,,13,2.8,,10,2,5.75,10.2,10.2,9.9,2.9184842951,20,7,17
Minnesota,Detroit,-1.5,1.15,-1.38,-2,0.9,-0.8,,3,-7.5,2.15,-1,-0.49,-1.31,1.86,-1.35,3.04,-0.72,,-2.48,,-2.65,-0.73,0.01,-1.5,,-1.41,1.92,-0.11,-0.3,2,-6.76,-0.36,1,-0.16,5,-5.03,,-4.01,-1.77,3,-1,-7,2.2,-3,-1.02,2.7,-1.11,-2.99,-3.21,-0.5,-0.5,-5,-1,-4,-5,-2.2,6.5,-1,,-6.8,-1.15,2.53,,,-4.2,-0.51,,1,5,-2.73,-2.3,-2.6,-2.3,3.0953026586,13,14,17
N.Y. Giants,Washington,3.5,6.6,1.73,7,2.78,5.61,,8,8,4.35,6,6.22,0.18,3.59,3.21,6.83,3.26,,6.97,,6.49,5.16,8,4,,4.69,3.48,7.07,5.1,3,2.8,6.24,7,8.38,7.9,3.28,,7.68,6.67,3.5,6,6,8.9,2,3.88,9.8,3.59,4.01,5.35,4,6.7,1,6,3,7,6.4,9,5,,1.7,7.11,2.83,,,7.1,4.64,,5,8,6.06,5.9,6,6.2,2.2653484563,6,20,17
New England,Buffalo,8,11.95,7.79,13,15.12,11.08,,11,13,12.08,10,11.42,17.56,11.54,8.78,8.3,7.32,,10.09,,10.62,16.11,12,8.5,,11.06,11.67,11.78,9.8,7.5,9.47,10.44,11,12.06,6.5,14.09,,9.32,6.29,9,11.06,10.7,11.8,9,12.24,11.6,8.6,10.19,10.95,12,11.5,10,11,7,15,13.05,10,13,,7.9,8.71,5.47,,,15.7,6.79,,13,9,8.47,12.2,10.9,11.6,2.428834302,20,34,17
New Orleans,Tampa Bay,11,13.74,17.29,13,15.98,11.88,,9,4.5,12.95,12,10.24,5.87,12.99,11.11,8.9,8.41,,14.06,,13.95,7,12,11,,12.24,13.67,13.7,11,12.5,11.73,11.64,15,13.34,6.9,16.09,,15.86,10.54,13,12,14.6,12.2,11,12.2,7.9,8.88,8.65,11.93,13.5,11.6,13,13,9,17,13.15,7,12,,9.9,10.11,6.74,,,15.2,10.19,,13,12,10.22,11.6,12.5,12.3,2.8076379083,17,42,17
Oakland,Denver,-11,-13.11,-11.61,-19,-14.45,-13.04,,-12,-9,-13.29,-1,-15.04,-18.35,-9.4,-7.91,-12.8,-6.61,,-15.35,,-15.77,-14,-19,-11,,-13.3,-14.64,-12.26,-9.7,-10.5,-18.87,-11.86,-14,-13.88,-9.7,-13.05,,-14.49,-12.86,-11.5,-13.05,-12.5,-12.7,-10,-12.06,-15.9,-5.15,-15.95,-17.1,-15.5,-10.5,-18,-14,-11,-23,-16.05,-13,-12,,-18.4,-15.04,-1.98,,,-22.3,-3.98,,-13,-8,-11.31,-15.3,-15.7,-15.5,4.4730947651,34,14,17
Pittsburgh,Cleveland,9,11.63,5.95,8,7.25,8.59,,12,15,8.42,10,11.97,15.79,6.97,6.8,11.22,5.82,,9.7,,9.43,6.85,10,9,,6.9,12.56,11.06,6,5.5,6.4,6.84,10,8.91,11.9,7.25,,8.92,6.84,7,8,4.4,11.7,5,7.54,15.7,3.48,4.73,7.92,8,10,9,6,3,10,7.45,11,8,,5,8.65,1.78,,,11.5,4.67,,6,8,7.05,7.6,8.2,8.4,3.0780627896,7,20,17
San Diego,Kansas City,10,1.38,-2.16,-2,1.86,1.29,,5,10.5,3.84,5,1.25,-0.25,1.97,-0.7,4.52,0.36,,0.06,,-0.4,-11.71,5,8.5,,0.28,0.91,1.59,3.7,10,-4.53,-0.56,1,-0.42,5.7,-11.05,,3.65,-3.47,10,1.35,-1.5,3.6,3,1.05,7.5,0.53,-0.96,-1.25,-3,2.2,9,-3,4,-3,-0.8,15.5,2,,-5.1,2.83,3.35,,,-3.1,1.35,,-3,6,-1.69,3.2,2.9,2.9,4.1448181316,24,27,17
Seattle,St. Louis,13,13.68,10.7,12,18.63,11.47,,9,18,11.48,10,9.99,14.82,9.35,10.93,7.35,8.87,,14.12,,13.48,14.62,11,13,,12.97,13.1,14.31,10.6,10.5,12.07,11.84,13,11.83,7.1,14.61,,11.85,8.64,12,11.3,16.3,12.1,10,10.83,7.8,8.86,11.11,11.98,12.5,11.8,7,10,7,16,12.9,6,14,,10.2,12.65,6.72,,,16.1,9.76,,10,5,8.96,11.3,10.7,10.9,2.9068943497,9,27,17
Tennessee,Houston,7,12.81,10.16,11,3.54,8.12,,8,1.5,9.94,3,8.01,4.09,10.54,8.44,9.59,7.29,,10.31,,10.39,13.46,9,7,,6.17,12.8,12.39,6.3,6,9.07,7.54,7,9.46,10.5,8.41,,7.53,5.36,7.5,8,2.8,11.9,2,5.93,14.1,3.44,3.54,9.4,11.5,8.5,10,8,3,13,10.1,4.5,4,,7.5,6.2,1.79,,,14,4.49,,8,5,8.14,6.8,7.8,7,3.3082751503,10,16,17
Cincinnati,San Diego,7,6.09,5.15,6,10.75,5.57,,6,8.5,8.52,1,4.24,-1.02,6.76,6.25,3.26,5.17,,4.11,,4.1,14.38,7,7,5.94,7.15,4.64,6.2,5,6.5,5.81,4.54,4,5.63,4.4,12.97,,5.44,0.55,7,5.63,,6.2,8,0.28,8.3,4.72,4.82,5.28,8,5.5,7,1,3,8,5.6,2.5,6,,4.4,7.97,3.47,,,11.7,6.46,,1,5,3.27,8.1,8.1,8.4,2.6033089082,27,10,18
Green Bay,San Francisco,-3,-9.19,-4.2,-10,-4.78,-6.18,,-7,-16.5,-7.56,1,-9.97,0.39,-4.26,-3.59,-11.41,-2.05,,-10.18,,-9.58,-16.32,-9,-3.5,-8.54,-3.23,-11.38,-10.02,-3.9,-2.5,-8.11,-5.96,-10,-7.71,-7.8,-13.79,,-4.24,-7.68,-3,-6.1,,-9.9,-6,-9.55,-14.9,1.28,-2.83,-11.36,-6,-7,-2,-4,-2,-11,-10.1,-5,0.01,,-8.4,-1.03,2.17,,,-17.5,-0.1,,-3,-6,-6.15,-5.1,-6.2,-6.1,4.4996856204,23,20,18
Indianapolis,Kansas City,1,5,-0.88,3,2.3,2.09,,5,9.5,-3.23,3,2.41,7.58,0.45,0.11,3.59,0.79,,0.74,,0.24,-7.11,2,1,2.39,3.53,3.6,3.98,4.9,2.5,-3.38,2.74,3,3.06,4.2,-10.6,,0.21,1.6,1,2.39,,5,1,2.06,5.4,3.09,1.73,0.93,1,2.7,-3,2,-4,1,0.9,4.5,2,,-4.1,2.26,4.61,,,6.1,-0.98,,2,4,1.29,2.9,4.6,2.9,3.2413812592,44,45,18
Philadelphia,New Orleans,3,-1.32,0.12,-4,-1.93,-0.98,,1,6,0.81,-4,-0.07,5.65,2.23,0.5,-1.72,1.39,,-4.47,,-4.24,0.38,1,2,-2.85,0.47,-1.24,-2.03,-2.9,2.5,-2.13,-1.76,-3,-1.16,-0.1,4.54,,-4.33,-4.68,3,-1.09,,-2.3,-5,-2.61,0.1,-0.96,-1.81,-4.79,-2,1.7,1,-1,-2,-5,-3.75,-0.5,0.01,,-2.9,1.8,-0.79,,,-10.7,-0.34,,1,-3,-2.1,-0.2,0.3,-0.6,2.7318270095,26,24,18
Carolina,San Francisco,0,2.29,2.13,2,2.14,0.82,,-1,3.5,1.6,-4,-1.24,1.13,4.06,3.44,-2.73,3.44,,2.04,,2.01,-0.17,-1,0,2.65,0.12,1.88,2.31,2.4,-1,0.75,1.85,3,2.37,-1.8,-0.15,,2.46,0.09,0,1.6,,1.8,0.01,1.03,-4.5,1.28,2.78,1.65,2,1.5,-1,-1,-2,1,2.1,-3.5,-1,,-0.2,-2.73,1.32,,,6.5,2.69,,-1,3,0.52,-1.5,-2,-1.7,2.2629281383,23,10,19
Denver,San Diego,9,6.14,4.18,11,10.25,7.57,,4,6.5,9.14,7,4.95,-2.33,3.69,6.7,3.97,5.93,,10.32,,10.62,11.53,6,9,10.33,9.73,7.6,6.74,7.7,9.5,10.11,9.15,6,8.82,0.4,7.33,,10.1,5.44,10,8,,9,11,9.42,2.1,8.68,11.37,9.62,14,8.5,-7,10,7,13,11.7,1.5,8,,8.4,9.93,5.89,,,16.3,9.82,,10,5,6.66,7.3,7.4,7.7,3.8435196531,17,24,19
New England,Indianapolis,7.5,2.65,3.41,5,7.58,4.79,,6,6,4.48,9,2.77,0.01,3.01,5.14,4.11,4.83,,3.92,,4.18,3.28,10,6.5,4.68,3.92,5.05,2.87,3.6,7,4.33,3.35,3,4.83,3.7,0.57,,5.71,1.93,7,4.83,,5.8,8,7.54,8.3,3.8,8.27,3.99,5,6,8,2,3,5,5.6,5.5,6,,3,6.09,4.56,,,10.8,4.33,,2,,1.65,7,5.4,6.7,2.2252220982,22,43,19
Seattle,New Orleans,10,8.07,9.76,7,13.44,7.2,,6,16.5,10.58,6,7.1,12.14,7.21,6.74,5.47,5.67,,7.03,,6.8,14.32,9,9,7.24,5.58,7.43,9.13,6,8,6.04,6.75,8,7.38,4.2,17.59,,2.53,2.46,8,6.9,,9,4,9.51,8,4.37,9.2,7.36,6.5,6,-8,13,5,7,6.95,6.5,5,,4.7,6.57,4.2,,,12.1,4.13,,12,5,4.88,7.3,6.9,6.9,3.6587437866,15,23,19
Denver,New England,4.5,7.1,6.03,6,3.41,5.57,,3,4.5,7.57,-1,4.84,0.08,5.13,4.56,4.07,4.43,,8.91,,9.01,11.63,4,4.5,7.44,5.85,7.08,7.58,6.6,7,6.12,7.66,6,5.22,4.1,10.5,,10.73,2.62,5.5,5.59,,6.7,7,6.25,0.5,5.32,8.34,4.14,8.5,5,6,3,6,,7.8,2,5,,4.7,6.91,3.07,,,14.7,9.07,,3,4,4.74,4.8,6.6,5.2,2.6284185095,16,26,20
Seattle,San Francisco,4,5.64,5.34,4,7.69,3.9,,2,9,4.19,3,3.79,0.24,2.4,5.1,0.76,4.65,,5.94,,5.8,0.53,5,4,5.23,3.49,5.38,6.72,5.8,3.5,4.08,5.16,4,5.34,0.8,3.76,,3.83,1.04,3.5,4.11,,5.3,4,2.25,4.6,4.81,3.22,2.95,5,4.3,-1,4,5,,5.6,1,2,,2.9,1.83,4.59,,,8.2,4.53,,5,5,3.19,1.9,1.9,1.9,1.9674459943,17,23,20
